task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,7,577,-0.031131899092218807,-0.24854972679468817,-0.10150193104138548,0.03448641708546758
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.1604444678599887,2.534514258503605,0.069041613442137,0.26029011598937146
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.1604444678599887,2.534514258503605,0.06444172694954796,0.260345136610599
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,0.046763129917310624,0.37068212594595124,-0.07534374234707457,0.16299501005491282
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,0.046763129917310624,0.37068212594595124,-0.0797920778368774,0.15901629082389224
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,3,577,0.06819722704144916,0.9930790339933149,-0.005931465182628815,0.1602433574409793
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,7,577,0.06819722704144916,0.9930790339933149,-0.005935224170839585,0.1518063145342816
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,3,577,1.3468910177428243e-17,1.9420389705304122e-16,-7.061801657837283e-18,4.026278180782007e-17
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,7,577,1.3468910177428243e-17,1.9420389705304122e-16,-3.924277703083952e-18,3.37282944189921e-17
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,3,577,-0.028689433671244508,-0.22849321657240546,-0.11871498676739346,0.053723325556456994
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,7,577,-0.028689433671244508,-0.22849321657240546,-0.10510188374473951,0.04309614740907648
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0329452857068883,0.2636827598551931,0.007665090822321132,0.060999009319359164
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0329452857068883,0.2636827598551931,0.013661048237517048,0.05507587139557997
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.022801233933720633,0.35726235425960307,-0.07985547759059312,0.11631688162895468
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.022801233933720633,0.35726235425960307,-0.06278102849690508,0.10165731529169258
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.08581648831611985,-1.3221193216429232,-0.1977244960389097,0.02140094245682448
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.08581648831611985,-1.3221193216429232,-0.1761278044163449,0.0072900803641784105
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.1047024203478202,-0.8340320703895892,-0.24324458592725276,0.03092802879810539
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.1047024203478202,-0.8340320703895892,-0.23962379955489357,0.02540478653751676
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.21312741307447022,-1.6831798045120165,-0.3978521031287216,-0.04986354730717714
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.21312741307447022,-1.6831798045120165,-0.3641230916029648,-0.09050459087117378
own_residual,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,3,577,-0.000707939995060383,-0.03639584932712431,-0.00121618294065761,-0.00027410704345567476
own_residual,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,7,577,-0.000707939995060383,-0.03639584932712431,-0.0011219657508034916,-0.00035673353097391314
own_residual,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0005106442193382077,0.012613742386190112,-0.0016253212068358352,0.0026959762843055315
own_residual,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0005106442193382077,0.012613742386190112,-0.0008322360231004614,0.0021929561321967755
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.0016674630689237008,-0.07882527026301274,-0.018555218060634326,0.017015447217142383
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.0016674630689237008,-0.07882527026301274,-0.016362607057714015,0.016984089865316434
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,0.04539476062831122,1.1033993559305555,0.011207241959767926,0.07823925462535872
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,0.04539476062831122,1.1033993559305555,0.016722115124785983,0.07537834179513608
own_residual,pca_1,with_positioning,linear_qr,0.1,add_positioning,3,577,0.0,0.0,0.0,0.0
own_residual,pca_1,with_positioning,linear_qr,0.1,add_positioning,7,577,0.0,0.0,0.0,0.0
own_residual,pca_1,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0007310020684416126,0.018238029525867235,-0.00031551776851708447,0.0019458741625563165
own_residual,pca_1,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0007310020684416126,0.018238029525867235,-9.407567571863785e-05,0.0017702314685124673
own_residual,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,0.012142952485606559,0.5805549050060393,-0.0020691166190449474,0.026107209385636612
own_residual,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,0.012142952485606559,0.5805549050060393,9.033264131071183e-05,0.02473676013563104
own_residual,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,0.0281384616964953,0.6851951807594541,0.002470962521281229,0.05751693802642362
own_residual,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,0.0281384616964953,0.6851951807594541,0.0067196557717568925,0.052229882368722634
own_residual,pca_2,with_positioning,linear_qr,0.1,add_positioning,3,577,2.354173086011922e-16,1.9844789639028754e-14,4.9972764562208294e-17,4.3242712385471545e-16
own_residual,pca_2,with_positioning,linear_qr,0.1,add_positioning,7,577,2.354173086011922e-16,1.9844789639028754e-14,1.1484102768449082e-16,3.847181874218383e-16
