definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
EQ,12,forest40,20260926,full,10,5,177,61,116,67,global_control,premium,-0.026406611131792167,-0.11845044253594181,0.04379564906696323,1.0,0.5375,61,37
EQ,12,forest40,20260926,full,10,5,177,61,116,67,total,discount,11.047176312888721,9.134880541775331,12.89785122692473,1.0,0.0005,116,53
EQ,12,forest40,20260926,full,10,5,177,61,116,67,total,premium,15.301348534363122,13.091906231050666,18.1141117045641,1.0,0.0005,61,37
EQ,12,forest40,20260926,full,10,5,177,61,116,67,dominance,discount,2.7222829162289197,-15.414983245824574,23.19283030969946,1.0,0.787,116,53
EQ,12,forest40,20260926,full,10,5,177,61,116,67,dominance,premium,-6.320003638172647,-24.899673857522234,11.996161436331324,1.0,0.4835,61,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,local,discount,1.6380875442363536,-7.417862903348598,10.355427453235718,1.0,0.7165,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,local,premium,2.240965937391466,-7.356778396005688,11.241316006741098,1.0,0.633,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_price,discount,7.004238555422309,-1.7785073531334086,16.53953710302606,1.0,0.1395,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_price,premium,8.583439182039173,-1.4264912257794298,19.15742236918862,1.0,0.108,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,numeraire,discount,-0.07956818778569189,-0.2555137103987653,0.08886316235600467,1.0,0.36,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,numeraire,premium,-0.09537234007309704,-0.24565388374048575,0.04994460615966941,1.0,0.195,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,global_control,discount,0.03838226828765466,-0.02540256533983028,0.1101433701480552,1.0,0.2695,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,global_control,premium,-0.0456697717165325,-0.15779648354207038,0.06384787183982624,1.0,0.417,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,total,discount,8.601140180160618,6.864948314680099,10.711731253010413,1.0,0.0005,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,total,premium,10.683363007641072,8.078671834163673,13.636579995317085,1.0,0.0005,45,37
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,dominance,discount,-5.366151011185957,-23.87954067033041,11.818892349293497,1.0,0.5655,70,50
EQ,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,dominance,premium,-6.342473244647711,-26.504702287886936,12.612836630696025,1.0,0.512,45,37
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,local,discount,3.6857974287003477,-6.411373542371184,13.633217748687372,1.0,0.458,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,local,premium,7.82890463356473,-0.4004689449542325,15.18339062525923,1.0,0.0525,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,basket_price,discount,4.166769794105425,-6.43345220888742,15.07709551176971,1.0,0.4445,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,basket_price,premium,3.5089514065428182,-4.3796452477137064,12.15898199756397,1.0,0.419,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,numeraire,discount,-0.12625383423607192,-0.2478972208111601,0.0016955104282926731,1.0,0.049,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,numeraire,premium,-0.04558696177784604,-0.21818645729674566,0.11238050496399143,1.0,0.594,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,global_control,discount,0.02293918484609243,-0.04754821990419699,0.1090245467704488,1.0,0.5675,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,global_control,premium,0.00043968189330153597,-0.10097618166167698,0.08107673404612209,1.0,0.9915,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,total,discount,7.749252573415651,6.166692331922097,9.40907720028867,1.0,0.0005,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,total,premium,11.292708760223075,9.012813667190995,13.953556605098209,1.0,0.0005,91,44
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,dominance,discount,-0.4809723654050792,-21.362161414531478,19.911131867304313,1.0,0.962,158,60
EQ,12,forest40,20260926,overlap,5,5,249,91,158,74,dominance,premium,4.319953227021915,-12.534262878425581,19.70108924210048,1.0,0.607,91,44
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,local,discount,-7.135585080866437,-17.08033228879641,3.26604720751247,1.0,0.149,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,local,premium,-2.1724988967618173,-10.744798915679036,7.479909624964847,1.0,0.584,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_price,discount,18.26562078533724,7.540806258723467,27.183999910509108,1.0,0.0015,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_price,premium,12.851539546714307,2.086755996401695,22.717770767453757,1.0,0.0205,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,numeraire,discount,0.04515140609259626,-0.13321642367278205,0.33099813964879476,1.0,0.6975,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,numeraire,premium,0.04147216794378799,-0.1980125530354442,0.1932620664373179,1.0,0.6655,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,global_control,discount,-0.04124905235621396,-0.08598491397529755,0.035571874951584176,1.0,0.178,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,global_control,premium,0.06066037111207936,0.012276503677444631,0.10823185805453961,1.0,0.011,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,total,discount,11.133938058206944,7.139148546428207,14.325751523414166,1.0,0.0005,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,total,premium,10.781173189008449,8.991930627874089,13.110235643913303,1.0,0.0005,34,16
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,dominance,discount,-25.40120586620367,-43.55778221560564,-4.809761094207154,1.0,0.015,50,19
EQ,12,forest40,20260926,2025-12,5,5,84,34,50,23,dominance,premium,-15.024038443476124,-33.4947516082163,5.21791922473809,1.0,0.114,34,16
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,local,discount,5.71257223883408,-4.056647533917218,15.883815257769003,1.0,0.264,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,local,premium,10.10268413352333,0.4715445326189074,17.803790600199367,1.0,0.0235,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,basket_price,discount,1.9304559746381642,-9.012934912207008,12.624267726738156,1.0,0.7125,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,basket_price,premium,2.8280301146906863,-5.761672114911426,13.263388375105752,1.0,0.546,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,numeraire,discount,-0.11854850984995932,-0.23547571658933297,-0.005099710255939744,1.0,0.042,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,numeraire,premium,-0.05684662058465717,-0.23565338410361378,0.13156715496351054,1.0,0.558,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,global_control,discount,0.034487446679559525,-0.03808984347073103,0.12181457266506754,1.0,0.4395,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,global_control,premium,-0.046893598277616334,-0.18343728747033633,0.07268878982062062,1.0,0.485,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,total,discount,7.5589671503017275,5.995935675353295,9.342003086562062,1.0,0.0005,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,total,premium,12.82697402935176,10.06464775046207,15.80448286367078,1.0,0.0005,80,34
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,dominance,discount,3.782116264195915,-16.561326334234362,25.15842286216668,1.0,0.712,154,48
EQ,12,forest40,20260926,without_2025-12,5,5,234,80,154,53,dominance,premium,7.274654018832644,-12.434043065134144,23.091751785798465,1.0,0.4195,80,34
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,local,discount,8.126941935294335,-8.047239664069203,26.129832477216564,1.0,0.3705,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,local,premium,6.329890416014354,-18.14257642787552,21.633906376623234,0.9989994997498749,0.5735735735735735,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_price,discount,-2.1774556868784463,-20.422583165763605,15.147905505874073,1.0,0.817,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_price,premium,1.292398211252455,-13.035719796219146,24.91103532614279,0.9989994997498749,0.9004004004004004,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_weights,premium,0.0,0.0,0.0,0.9989994997498749,1.0,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,numeraire,discount,-0.05961771864654305,-0.24711296542082273,0.09467146895375612,1.0,0.5025,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,numeraire,premium,-0.03014782135755815,-0.4014640406599621,0.35632566049997455,0.9989994997498749,0.8788788788788788,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,global_control,discount,0.004843036504225716,-0.12574203583526153,0.24062244526258622,1.0,0.964,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,global_control,premium,-0.22224156402724674,-0.6032271023596698,0.3144634581525379,0.9989994997498749,0.3993993993993994,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,total,discount,5.894711566273511,3.988712124264387,8.823038127105601,1.0,0.0005,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,total,premium,7.369899241881989,1.5679761213924515,10.647775606227652,0.9989994997498749,0.01001001001001001,18,10
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,dominance,discount,10.304397622172779,-22.924953138711892,47.155896631175075,1.0,0.585,59,17
EQ,12,forest40,20260926,2026-01,5,5,77,18,59,20,dominance,premium,5.0374922047618975,-42.651822551759636,34.46620400318741,0.9989994997498749,0.8043043043043043,18,10
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,local,discount,0.2997744589983489,-8.911731316842015,8.781887113179433,1.0,0.954,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,local,premium,6.46262229899694,-1.3934252558812048,13.582791843682168,1.0,0.086,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,basket_price,discount,9.234766516461844,0.25965623079304123,19.043111819045247,1.0,0.055,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,basket_price,premium,6.665954020427054,-1.0439939654911758,14.881379789793554,1.0,0.1045,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,numeraire,discount,-0.08607899870426125,-0.21149346755545362,0.059519027527016426,1.0,0.1925,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,numeraire,premium,-0.0270314078359139,-0.19081593485569345,0.11442185001418247,1.0,0.7215,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,global_control,discount,0.02043362080753208,-0.03212340834090667,0.0878850481756305,1.0,0.4995,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,global_control,premium,0.024076176125956597,-0.01642550286648421,0.06187507556232909,1.0,0.2065,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,total,discount,9.468895597563282,7.472921660114387,11.422490823818741,1.0,0.0005,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,total,premium,13.125621087714087,10.836855759102102,15.616954610290597,1.0,0.0005,96,40
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,dominance,discount,-8.934992057463495,-27.905676056875407,8.475761280437522,1.0,0.352,145,50
EQ,12,forest40,20260926,without_2026-01,5,5,241,96,145,56,dominance,premium,-0.20333172143011544,-16.154528274177576,14.376769182920938,1.0,0.983,96,40
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,local,discount,-7.61470842943081,-24.608979039727846,10.106964822279119,1.0,0.418,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,local,premium,10.086141871254648,-5.736142685558271,20.32912454443716,1.0,0.1205,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_price,discount,18.353012206809044,-1.4152784232396425,36.553176630809276,1.0,0.062,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_price,premium,2.9888186425286634,-9.45071052938663,22.65378734185032,1.0,0.7085,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,numeraire,discount,0.006551361501204188,-0.20835092334379496,0.2243312817367365,1.0,0.9535,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,numeraire,premium,-0.03842092043861111,-0.15654604641552033,0.09019648119653903,1.0,0.582,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,global_control,discount,0.10262785706755671,-0.036586232980141464,0.28173468303191773,1.0,0.255,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,global_control,premium,0.010311889944584967,-0.08883161968687037,0.09105607142077497,1.0,0.7865,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,total,discount,10.847482995946613,6.6800121786514275,14.842153869035016,1.0,0.0005,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,total,premium,13.046851483289423,9.561701943199399,18.45230578645505,1.0,0.0005,38,16
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,dominance,discount,-25.967720636239854,-61.072060602073414,11.56854198126504,1.0,0.167,42,18
EQ,12,forest40,20260926,2026-02,5,5,80,38,42,20,dominance,premium,7.097323228725984,-27.775089094929967,29.733244772499397,1.0,0.6255,38,16
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,local,discount,5.202312498600126,-3.936323236600673,13.738011857528702,1.0,0.265,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,local,premium,4.619426014266945,-4.483212662587085,12.297421796586974,1.0,0.261,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,basket_price,discount,2.7144737449083927,-6.686773424252416,12.512780254557502,1.0,0.586,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,basket_price,premium,7.231837438782264,0.055734328012545645,15.071449990025004,1.0,0.0625,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,numeraire,discount,-0.1004571444155216,-0.2145293907193792,0.018894435893376877,1.0,0.0915,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,numeraire,premium,-0.022074749473902106,-0.22965913925631912,0.18737794297225363,1.0,0.838,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,global_control,discount,-0.006554048308616753,-0.06657021175533014,0.06330357678819942,1.0,0.8415,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,global_control,premium,-0.027380092924905754,-0.1591538535449767,0.09074860762113927,1.0,0.688,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,total,discount,7.809775050784293,6.180695908389325,9.647192288812905,1.0,0.0005,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,total,premium,11.801808610650395,9.257741948438012,14.090447648115697,1.0,0.0005,76,34
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,dominance,discount,2.487838753691734,-16.235506220868697,20.89271752810531,1.0,0.7915,162,49
EQ,12,forest40,20260926,without_2026-02,5,5,238,76,162,56,dominance,premium,-2.6124114245153196,-19.16440819705636,12.502223342478107,1.0,0.7285,76,34
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,local,discount,13.586118955361819,-4.6642437166344175,28.115870595594227,1.0,0.11,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,local,premium,12.958471336913803,-17.127103216019275,30.56083003663212,1.0,0.15,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,basket_price,discount,-6.510686925771211,-20.730917443924866,12.993602694422925,1.0,0.481,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,basket_price,premium,3.7251722065258974,-9.378053570822852,24.09547413111061,1.0,0.5135,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,numeraire,discount,-0.2832864584867598,-0.5003704468675142,-0.05946637309745994,1.0,0.0165,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,numeraire,premium,-0.10604474523622098,-0.6607289061479535,0.5788034976163543,1.0,0.7015,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,global_control,discount,0.01348976675595221,-0.041597535305627174,0.07003952756094717,1.0,0.6175,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,global_control,premium,-0.005957980317212226,-0.0955660042880841,0.03467518123418769,1.0,0.8355,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,total,discount,6.805635337859831,4.698397803759484,9.157046783251861,1.0,0.0005,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,total,premium,16.571640817886117,8.146295369561646,21.31748096834762,1.0,0.001,24,8
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,dominance,discount,20.09680588113304,-17.41809043154869,48.812620000907124,1.0,0.248,53,13
EQ,12,forest40,20260926,2026-03,5,5,77,24,53,13,dominance,premium,9.233299130387906,-41.65539142803046,40.525225394222794,1.0,0.495,24,8
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,local,discount,-1.3053472443513254,-9.943843753455795,7.807925268814045,1.0,0.7775,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,local,premium,4.703849512289259,-3.5661687462663045,12.354984829405831,1.0,0.2415,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_price,discount,10.302236201503401,0.6431681942627379,19.87005156378139,1.0,0.0375,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_price,premium,6.375451342299109,-2.028383645647051,15.740270231882524,1.0,0.156,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,numeraire,discount,-0.006521310678580463,-0.11932425411190956,0.11806525462038871,1.0,0.91,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,numeraire,premium,-0.0065844672334941946,-0.13039360903382866,0.11605955417171558,1.0,0.9135,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,global_control,discount,0.01677918233626491,-0.05884013767772124,0.11066450555917969,1.0,0.7015,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,global_control,premium,-0.01717826351983905,-0.1405004804431938,0.09088324096374187,1.0,0.7815,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,total,discount,9.00714682880955,6.986336048964779,11.19310416769888,1.0,0.0005,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,total,premium,11.055538123835126,9.359578334374763,13.125079867455275,1.0,0.0005,90,42
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,dominance,discount,-11.60758344585473,-29.802710449555974,7.176481350925243,1.0,0.2315,151,54
EQ,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,dominance,premium,-1.6716018300098514,-19.125068110079,14.185859168738066,1.0,0.8325,90,42
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,local,discount,13.199330142441491,1.1716200627745128,25.93848209445653,1.0,0.039,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,local,premium,2.013573274864806,-8.992849871776686,12.937340154924314,1.0,0.7165,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,basket_price,discount,-6.025635522053352,-18.397585374599757,6.279364446531154,1.0,0.346,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,basket_price,premium,8.75957658730978,-3.102179695046528,20.68468070954853,1.0,0.151,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,numeraire,discount,-0.17000705575269462,-0.3664090341958295,0.020279198804380453,1.0,0.085,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,numeraire,premium,-0.10740986378549879,-0.36995403622223294,0.16069357176583723,1.0,0.4295,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,global_control,discount,0.1512490599658425,0.08996431041090241,0.21940240363843916,1.0,0.001,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,global_control,premium,-0.12216134801293364,-0.23355300659383574,-0.03086043805972077,1.0,0.0175,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,total,discount,7.154936624601375,5.127607336059432,9.413455259383912,1.0,0.0005,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,total,premium,10.543578650376249,7.13782566880942,14.052094417142108,1.0,0.0005,50,38
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,dominance,discount,19.224965664494842,-5.224725360425159,44.057548196472474,1.0,0.125,96,53
EQ,12,forest40,20260926,common_path,5,5,146,50,96,72,dominance,premium,-6.74600331244498,-29.650121528775795,15.788248148002019,1.0,0.5485,50,38
EQ,12,forest40,20260927,full,5,1,318,114,204,76,local,discount,2.563514072240815,-5.821846912809493,11.717185106837038,1.0,0.588,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,local,premium,6.441664633262846,-2.1673272859113535,15.03696843870403,1.0,0.148,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,basket_price,discount,5.9341728400055835,-4.081429477624238,15.108692804599594,1.0,0.209,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,basket_price,premium,5.817497840031064,-3.1926137341524568,14.67655061279114,1.0,0.2055,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,numeraire,discount,-0.07842598143266627,-0.1931313094886321,0.04947918835770613,1.0,0.2185,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,numeraire,premium,-0.02752347312880511,-0.1998757922332306,0.12932893453414235,1.0,0.749,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,global_control,discount,0.015924579268830726,-0.05647014792334701,0.0898646129306355,1.0,0.665,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,global_control,premium,-0.014816098635075508,-0.1018304575719619,0.0656261976717421,1.0,0.7245,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,total,discount,8.435185510082418,6.764229335399453,10.124504950249435,1.0,0.0005,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,total,premium,12.216822901530069,10.06189000897928,14.497908971293992,1.0,0.0005,114,50
EQ,12,forest40,20260927,full,5,1,318,114,204,76,dominance,discount,-3.3706587677647692,-21.160696064958117,15.867483613248739,1.0,0.749,204,67
EQ,12,forest40,20260927,full,5,1,318,114,204,76,dominance,premium,0.6241667932317807,-16.85734717024488,18.07621744522357,1.0,0.944,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,local,discount,2.563514072240815,-5.473966561887969,10.157206050544698,1.0,0.524,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,local,premium,6.441664633262846,-0.8976837070054182,12.8068189274099,1.0,0.063,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,basket_price,discount,5.9341728400055835,-2.5251405306258223,14.437342792463536,1.0,0.179,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,basket_price,premium,5.817497840031064,-0.9111672219439839,13.415183353652292,1.0,0.1175,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,numeraire,discount,-0.07842598143266627,-0.17971060580853968,0.028382132864422902,1.0,0.141,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,numeraire,premium,-0.02752347312880511,-0.1766726021277084,0.11272398125251619,1.0,0.7055,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,global_control,discount,0.015924579268830726,-0.04372140679823281,0.08561633709600013,1.0,0.635,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,global_control,premium,-0.014816098635075508,-0.1122691588292494,0.06994955460193075,1.0,0.765,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,total,discount,8.435185510082418,6.8575203182387785,10.088196979604712,1.0,0.0005,204,67
