month,method,candidate_id,member_prediction_sd_bp,member_rmses_bp,scenario
2026-02,ae_reconstruction_selected,f06,11.471522090460573,"[6.720301673503683, 20.826914812227287, 10.349569255081963]",clock_FXKST_USNY_quote
2026-03,ae_relu_1,f05,0.0124645131048597,"[10.524297186694758, 10.539440116936843, 10.537705880681157]",clock_FXKST_USNY_quote
2026-03,ae_relu_2,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]",clock_FXKST_USNY_quote
2026-03,ae_tanh_1,f08,1.1981137790931704,"[15.989345215706937, 14.017971020663648, 15.026019120375269]",clock_FXKST_USNY_quote
2026-03,ae_tanh_2,f11,0.2498240032607153,"[12.961739235751752, 12.960216829632357, 13.015223206071553]",clock_FXKST_USNY_quote
2026-03,ae_selected,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]",clock_FXKST_USNY_quote
2026-03,ae_reconstruction_selected,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]",clock_FXKST_USNY_quote
2025-08,ae_relu_1,f05,0.001093988392433,"[7.73933488695106, 7.739671353043008, 7.739953877523971]",clock_NY_macro_end1h_quote
2025-08,ae_relu_2,f07,0.0001475343398799,"[7.728959143092713, 7.729079943516122, 7.729080542323762]",clock_NY_macro_end1h_quote
2025-08,ae_tanh_1,f08,0.2515247078027514,"[9.1317194618198, 8.841415448911507, 8.843174338843536]",clock_NY_macro_end1h_quote
2025-08,ae_tanh_2,f10,0.0950319669314602,"[8.915066537593484, 9.019623078860128, 8.971478979015904]",clock_NY_macro_end1h_quote
2025-08,ae_selected,f05,0.001093988392433,"[7.73933488695106, 7.739671353043008, 7.739953877523971]",clock_NY_macro_end1h_quote
2025-08,ae_reconstruction_selected,f05,0.001093988392433,"[7.73933488695106, 7.739671353043008, 7.739953877523971]",clock_NY_macro_end1h_quote
2025-09,ae_relu_1,f05,0.0053936017277575,"[6.598380668189887, 6.633326642570711, 6.6108689400063225]",clock_NY_macro_end1h_quote
2025-09,ae_relu_2,f07,0.026174239454793,"[6.583333921807728, 6.627627193322616, 6.719586601817013]",clock_NY_macro_end1h_quote
2025-09,ae_tanh_1,f08,0.2517852304240166,"[12.014256077142948, 11.43463821580232, 11.703202098911438]",clock_NY_macro_end1h_quote
2025-09,ae_tanh_2,f10,0.3998827951366288,"[10.451296091458138, 9.762458447074888, 10.713061850887247]",clock_NY_macro_end1h_quote
2025-09,ae_selected,f05,0.0053936017277575,"[6.598380668189887, 6.633326642570711, 6.6108689400063225]",clock_NY_macro_end1h_quote
2025-09,ae_reconstruction_selected,f05,0.0053936017277575,"[6.598380668189887, 6.633326642570711, 6.6108689400063225]",clock_NY_macro_end1h_quote
