mode,definition,information,strategy,calibration,fold,n,loss_bp,below_rate
available_macro,EQ,F,matched_full_spec,calibrated,2025-12,313,1.6354490343120032,0.10063897763578275
available_macro,EQ,F,matched_full_spec,calibrated,2026-01,294,1.4443643626609888,0.11564625850340136
available_macro,EQ,F,matched_full_spec,calibrated,2026-02,280,1.8758037415787605,0.10357142857142858
available_macro,EQ,F,matched_full_spec,calibrated,2026-03,201,1.8586367988055599,0.08830845771144279
available_macro,EQ,F,ml_selected,calibrated,2025-12,313,1.6354490343120032,0.10063897763578275
available_macro,EQ,F,ml_selected,calibrated,2026-01,294,1.4443643626609888,0.11564625850340136
available_macro,EQ,F,ml_selected,calibrated,2026-02,280,1.8758037415787605,0.10357142857142858
available_macro,EQ,F,ml_selected,calibrated,2026-03,201,1.8586367988055599,0.08830845771144279
available_macro,EQ,F,qrf,calibrated,2025-12,313,1.6354490343120032,0.10063897763578275
available_macro,EQ,F,qrf,calibrated,2026-01,294,1.3943436402261806,0.11904761904761904
available_macro,EQ,F,qrf,calibrated,2026-02,280,1.8758037415787605,0.10357142857142858
available_macro,EQ,F,qrf,calibrated,2026-03,201,1.8586367988055599,0.08830845771144279
available_macro,EQ,F,threshold,calibrated,2025-12,313,1.743723029055326,0.08306709265175719
available_macro,EQ,F,threshold,calibrated,2026-01,294,1.3953120392777998,0.10204081632653061
available_macro,EQ,F,threshold,calibrated,2026-02,280,1.953235261398126,0.1
available_macro,EQ,F,threshold,calibrated,2026-03,201,1.9050764419959707,0.0945273631840796
available_macro,EQ,R,boosting,calibrated,2025-12,313,1.6702966255714082,0.08945686900958466
available_macro,EQ,R,boosting,calibrated,2026-01,294,1.4479435270874064,0.12585034013605442
available_macro,EQ,R,boosting,calibrated,2026-02,280,1.8891475073963342,0.1
available_macro,EQ,R,boosting,calibrated,2026-03,201,1.876577171850371,0.07960199004975124
available_macro,EQ,R,linear,calibrated,2025-12,313,1.8273280729739987,0.09904153354632587
available_macro,EQ,R,linear,calibrated,2026-01,294,1.4747795396805192,0.09183673469387756
available_macro,EQ,R,linear,calibrated,2026-02,280,1.9137891901991326,0.11071428571428571
available_macro,EQ,R,linear,calibrated,2026-03,201,1.8359574192651258,0.0845771144278607
available_macro,EQ,R,matched_full_spec,calibrated,2025-12,313,1.6180966218622557,0.09424920127795527
available_macro,EQ,R,matched_full_spec,calibrated,2026-01,294,1.4479435270874064,0.12585034013605442
available_macro,EQ,R,matched_full_spec,calibrated,2026-02,280,1.8690675540630184,0.10625
available_macro,EQ,R,matched_full_spec,calibrated,2026-03,201,1.8710986367714257,0.09203980099502487
