target,h,model,state,value,days,n,tail_loss,q10_loss,q50_loss,q90_loss,below10,above90,coverage80,width80
median5,6,update_lgbm_price_raw,low_usdt_volume,1,73,454,1.3168276006807322,1.2802550831783222,2.8601809110486465,1.3534001181831419,0.11674008810572688,0.13215859030837004,0.751101321585903,16.678468529930676
median5,6,update_lgbm_price_raw,negative_basis,0,78,760,1.3224243951774834,1.2999055068811443,2.952471366866517,1.3449432834738226,0.14473684210526316,0.13026315789473683,0.725,16.449084233415185
median5,6,update_lgbm_price_raw,negative_basis,1,77,1077,1.3044574023152198,1.290582776828336,2.822600902843487,1.3183320278021038,0.15134633240482823,0.10306406685236769,0.7455896007428041,16.82413128053486
median5,6,update_lgbm_price_cal28,high_downside,0,59,967,1.2580187948435753,1.224080937655309,2.7790353929577494,1.2919566520318413,0.12099276111685625,0.08583247156153051,0.7931747673216132,18.435950925925923
median5,6,update_lgbm_price_cal28,high_downside,1,53,870,1.3363027598809027,1.2890935608912002,2.9779151338668783,1.3835119588706053,0.10229885057471265,0.11149425287356322,0.7862068965517242,19.478252895740276
median5,6,update_lgbm_price_cal28,high_dispersion,0,77,862,1.3045689025499128,1.2562993022182047,2.8841079703574657,1.3528385028816208,0.10904872389791183,0.10092807424593968,0.7900232018561485,18.71429556158701
median5,6,update_lgbm_price_cal28,high_dispersion,1,78,975,1.2867171094483054,1.253607862744549,2.863602380519172,1.3198263561520618,0.11487179487179487,0.09538461538461539,0.7897435897435897,19.119919785206562
median5,6,update_lgbm_price_cal28,low_usdt_volume,0,78,1383,1.2876049924947262,1.245561433422109,2.872880639265389,1.3296485515673433,0.12002892263195951,0.09255242227042661,0.7874186550976139,18.922100366939503
median5,6,update_lgbm_price_cal28,low_usdt_volume,1,73,454,1.3179072050438683,1.2832295204080422,2.8742719545160687,1.3525848896796944,0.0881057268722467,0.1145374449339207,0.7973568281938326,18.95237831979532
median5,6,update_lgbm_price_cal28,negative_basis,0,78,760,1.3054486363882252,1.2745510627734151,2.954864644384439,1.3363462100030352,0.1,0.11052631578947368,0.7894736842105263,18.737490632307036
median5,6,update_lgbm_price_cal28,negative_basis,1,77,1077,1.2877870121217003,1.2409831541134932,2.815613984885937,1.3345908701299074,0.12070566388115135,0.08913649025069638,0.7901578458681523,19.0651361969462
median5,6,update_lgbm_local_raw,high_downside,0,59,967,1.2794938515292669,1.2770716968511364,2.7798161097876033,1.281916006207397,0.16132368148914167,0.10237849017580145,0.7362978283350569,16.309540082922556
median5,6,update_lgbm_local_raw,high_downside,1,53,870,1.3367537524546682,1.3011447050884586,2.971846268411946,1.3723627998208778,0.14022988505747128,0.1206896551724138,0.7390804597701149,17.26444799249272
median5,6,update_lgbm_local_raw,high_dispersion,0,77,862,1.3258263620245405,1.3030495422311597,2.8856294945268255,1.3486031818179214,0.16241299303944315,0.11136890951276102,0.7262180974477959,16.272103690517785
median5,6,update_lgbm_local_raw,high_dispersion,1,78,975,1.2896246102555982,1.275585147567947,2.8576162127188534,1.3036640729432494,0.14153846153846153,0.11076923076923077,0.7476923076923077,17.19470936659328
median5,6,update_lgbm_local_raw,low_usdt_volume,0,78,1383,1.3057921423203953,1.293496278790284,2.8782989104978247,1.318088005850507,0.16702819956616052,0.10556760665220535,0.7274041937816341,16.762527708980947
median5,6,update_lgbm_local_raw,low_usdt_volume,1,73,454,1.309109661311135,1.2731693187556063,2.8477996441949647,1.345050003866664,0.10352422907488987,0.1277533039647577,0.7687224669603524,16.759513639061954
