definition,reference,cohort,h,group,outcome,n,outcome_n,days,status,mean,ci_low,ci_high,bootstrap_valid_fraction
EQ,threshold,full12,12,both,delta_fx_bp,245,245,68,adequate,0.418251768261331,-5.715763198762384,7.448200810143886,1.0
EQ,threshold,full12,12,both,delta_market_bp,245,245,68,adequate,-3.9514497737690277,-9.981409661821065,1.5658760190397458,1.0
EQ,threshold,full12,12,both,delta_g_bp,245,245,68,adequate,-0.012441611473131126,-0.06549417151608045,0.04528321816511976,1.0
EQ,threshold,full12,12,both,fall10,245,245,68,adequate,0.363265306122449,0.30735719564987857,0.41935483870967744,1.0
EQ,threshold,full12,12,both,local_down,245,245,68,adequate,0.45714285714285713,0.37304050871408384,0.5400890973477999,1.0
EQ,threshold,full12,12,ml_only,e_now,24,24,19,adequate,-2.6815176997912467,-6.6682859886637775,-0.26480230434580176,1.0
EQ,threshold,full12,12,ml_only,delta_e,24,24,19,adequate,2.3192166454401075,-0.14326623954070522,6.140410556558511,1.0
EQ,threshold,full12,12,ml_only,target,24,24,19,adequate,-0.36230105435113863,-2.8573931170424713,2.2670721624542463,1.0
EQ,threshold,full12,12,ml_only,local_logreturn_bp,24,24,19,adequate,-3.266015184252035,-16.45228498061678,7.947160336173806,1.0
EQ,threshold,full12,12,ml_only,local_change_krw,24,24,19,adequate,-0.5,-2.451029411764706,1.137045454545454,1.0
EQ,threshold,full12,12,ml_only,delta_log_volume,24,24,19,adequate,-0.013398412327059924,-0.3891031981994249,0.2437102648023713,1.0
EQ,threshold,full12,12,ml_only,delta_local_bp,24,24,19,adequate,-3.329628568247424,-16.592021490724882,8.0528855954369,1.0
EQ,threshold,full12,12,ml_only,delta_quote_bp,24,24,19,adequate,0.7230616168525467,-0.7057253939130654,2.2202812978098656,1.0
EQ,threshold,full12,12,ml_only,delta_fx_bp,24,24,19,adequate,-3.381743329081045,-20.878035713393988,19.286780421421504,1.0
EQ,threshold,full12,12,ml_only,delta_market_bp,24,24,19,adequate,8.42424399158043,-7.9285400246214905,23.932316349124637,1.0
EQ,threshold,full12,12,ml_only,delta_g_bp,24,24,19,adequate,-0.1167170656648288,-0.3298494134980048,0.0952070483180745,1.0
EQ,threshold,full12,12,ml_only,fall10,24,24,19,adequate,0.125,0.036970899470899474,0.21739130434782608,1.0
EQ,threshold,full12,12,ml_only,local_down,24,24,19,adequate,0.5416666666666666,0.3333333333333333,0.7504999999999995,1.0
EQ,threshold,full12,12,reference_only,e_now,85,85,40,adequate,-8.201675763048353,-10.238214682341066,-6.531830318165869,1.0
EQ,threshold,full12,12,reference_only,delta_e,85,85,40,adequate,6.670114157338649,3.436359381111435,10.485222737631462,1.0
EQ,threshold,full12,12,reference_only,target,85,85,40,adequate,-1.5315616057097055,-3.9171772172633443,0.8962936178993016,1.0
EQ,threshold,full12,12,reference_only,local_logreturn_bp,85,85,40,adequate,-5.482167528520019,-14.280565220235268,3.9613263698642553,1.0
EQ,threshold,full12,12,reference_only,local_change_krw,85,85,40,adequate,-0.8117647058823529,-2.1056338028169015,0.5718045112781951,1.0
EQ,threshold,full12,12,reference_only,delta_log_volume,85,85,40,adequate,-0.053791236395107425,-0.18210261679335624,0.06599649464993994,1.0
EQ,threshold,full12,12,reference_only,delta_local_bp,85,85,40,adequate,-5.575127758941964,-14.494234946361697,3.95656798829537,1.0
EQ,threshold,full12,12,reference_only,delta_quote_bp,85,85,40,adequate,-0.42487576019606327,-1.2350461387969578,0.24676133778243314,1.0
EQ,threshold,full12,12,reference_only,delta_fx_bp,85,85,40,adequate,-2.447087474331251,-9.414947627751962,6.060248163180135,1.0
EQ,threshold,full12,12,reference_only,delta_market_bp,85,85,40,adequate,15.070800053023664,6.525345353212228,22.744496144994663,1.0
EQ,threshold,full12,12,reference_only,delta_g_bp,85,85,40,adequate,0.04640509778364254,-0.09607695722912532,0.22019494728779207,1.0
EQ,threshold,full12,12,reference_only,fall10,85,85,40,adequate,0.047058823529411764,0.0,0.09805528768884601,1.0
EQ,threshold,full12,12,reference_only,local_down,85,85,40,adequate,0.5176470588235295,0.4,0.6034560422491457,1.0
EQ,threshold,full12,12,neither,e_now,155,155,60,adequate,-11.652693342849263,-15.246251286418426,-9.11795004041986,1.0
EQ,threshold,full12,12,neither,delta_e,155,155,60,adequate,7.242488847355893,5.771385778820991,8.87243531816885,1.0
EQ,threshold,full12,12,neither,target,155,155,60,adequate,-4.410204495493368,-8.013124478823167,-1.2282397672240064,1.0
EQ,threshold,full12,12,neither,local_logreturn_bp,155,155,60,adequate,7.68330973426668,-0.36816705266132366,15.60566722697255,1.0
EQ,threshold,full12,12,neither,local_change_krw,155,155,60,adequate,1.1225806451612903,-0.05634072580645161,2.279678893706785,1.0
EQ,threshold,full12,12,neither,delta_log_volume,155,155,60,adequate,-0.027232740085677467,-0.15443730955640197,0.0954411124301607,1.0
EQ,threshold,full12,12,neither,delta_local_bp,155,155,60,adequate,7.702497964101789,-0.43942613510432643,15.773059848817107,1.0
EQ,threshold,full12,12,neither,delta_quote_bp,155,155,60,adequate,0.04483963505215824,-0.30345036793731683,0.32173014369953395,1.0
EQ,threshold,full12,12,neither,delta_fx_bp,155,155,60,adequate,-2.978773842469599,-12.436909840448356,7.72498426793672,1.0
EQ,threshold,full12,12,neither,delta_market_bp,155,155,60,adequate,2.485216463272049,-6.1970558670641545,11.310559559313543,1.0
EQ,threshold,full12,12,neither,delta_g_bp,155,155,60,adequate,-0.01129137260102383,-0.07428500862270686,0.06279969875075442,1.0
EQ,threshold,full12,12,neither,fall10,155,155,60,adequate,0.05161290322580645,0.016748233990488942,0.09042116076014378,1.0
EQ,threshold,full12,12,neither,local_down,155,155,60,adequate,0.3935483870967742,0.3114754098360656,0.47422974963181147,1.0
EQ,threshold,common_path,1,both,e_now,120,120,62,adequate,3.171134093714548,1.4522997234874764,4.976909355002599,1.0
EQ,threshold,common_path,1,both,delta_e,120,120,62,adequate,-3.7897533306117492,-5.902115585981898,-1.9830797666766469,1.0
EQ,threshold,common_path,1,both,target,120,120,62,adequate,-0.6186192368972013,-2.824125137774302,1.4798355095081184,1.0
EQ,threshold,common_path,1,both,local_logreturn_bp,120,120,62,adequate,-3.1199300975710957,-4.797535971937264,-1.619410590971963,1.0
EQ,threshold,common_path,1,both,local_change_krw,120,120,62,adequate,-0.4583333333333333,-0.7037359098228664,-0.23889591234723984,1.0
EQ,threshold,common_path,1,both,delta_log_volume,120,120,62,adequate,-0.06469635563511049,-0.12745630202006925,0.00758211618119929,1.0
EQ,threshold,common_path,1,both,delta_local_bp,120,120,62,adequate,-3.1420666458597375,-4.823871559103913,-1.636456693458078,1.0
EQ,threshold,common_path,1,both,delta_quote_bp,120,120,62,adequate,0.19318420524366792,0.0976117022107582,0.3075717692694701,1.0
EQ,threshold,common_path,1,both,delta_fx_bp,120,120,62,adequate,1.9701128754799286,0.27506251566235157,3.8407915317019548,1.0
EQ,threshold,common_path,1,both,delta_market_bp,120,120,62,adequate,-2.793165973076106,-5.428858316140851,-0.3800207339616522,1.0
EQ,threshold,common_path,1,both,delta_g_bp,120,120,62,adequate,-0.01781779239919731,-0.044544855485796266,0.005331745975040045,1.0
EQ,threshold,common_path,1,both,fall10,120,120,62,adequate,0.2916666666666667,0.21830985915492956,0.3706896551724138,1.0
EQ,threshold,common_path,1,both,local_down,120,120,62,adequate,0.49166666666666664,0.413196904105995,0.5684313725490195,1.0
EQ,threshold,common_path,1,ml_only,e_now,7,7,7,limited,-3.0087431558540483,-7.082873368252125,0.7667308135794774,1.0
EQ,threshold,common_path,1,ml_only,delta_e,7,7,7,limited,-0.3735134449544609,-11.344682678248876,8.977724967413799,1.0
EQ,threshold,common_path,1,ml_only,target,7,7,7,limited,-3.3822566008085095,-13.62258214015047,5.689512384547696,1.0
EQ,threshold,common_path,1,ml_only,local_logreturn_bp,7,7,7,limited,2.8862261164062413,-3.915805228800458,10.166048910489115,1.0
EQ,threshold,common_path,1,ml_only,local_change_krw,7,7,7,limited,0.42857142857142855,-0.5728571428571427,1.5,1.0
EQ,threshold,common_path,1,ml_only,delta_log_volume,7,7,7,limited,0.045665706190580684,-0.2427124158100836,0.32251954506217917,1.0
EQ,threshold,common_path,1,ml_only,delta_local_bp,7,7,7,limited,2.957846594206439,-3.9141425742465743,10.391745293798799,1.0
EQ,threshold,common_path,1,ml_only,delta_quote_bp,7,7,7,limited,-0.43071223859288005,-1.0016026241931628,0.16635264229316313,1.0
EQ,threshold,common_path,1,ml_only,delta_fx_bp,7,7,7,limited,-4.513859369441594,-9.640462361075707,0.5342180085728432,1.0
EQ,threshold,common_path,1,ml_only,delta_market_bp,7,7,7,limited,1.5111444495723716,-18.05830694019413,16.45868921576237,1.0
EQ,threshold,common_path,1,ml_only,delta_g_bp,7,7,7,limited,0.10206711930167542,0.0015467818727104947,0.19756694677587222,1.0
EQ,threshold,common_path,1,ml_only,fall10,7,7,7,limited,0.2857142857142857,0.0,0.6666666666666666,1.0
EQ,threshold,common_path,1,ml_only,local_down,7,7,7,limited,0.14285714285714285,0.0,0.42857142857142855,1.0
EQ,threshold,common_path,1,reference_only,e_now,38,38,25,adequate,-8.704816644656889,-11.776467780647764,-6.127346583517047,1.0
EQ,threshold,common_path,1,reference_only,delta_e,38,38,25,adequate,3.65556542726242,1.7152523613016968,6.047452465943752,1.0
EQ,threshold,common_path,1,reference_only,target,38,38,25,adequate,-5.049251217394469,-9.042654295406257,-1.442697411647833,1.0
EQ,threshold,common_path,1,reference_only,local_logreturn_bp,38,38,25,adequate,3.0660473039462595,-0.7600622440575889,7.051400972844352,1.0
EQ,threshold,common_path,1,reference_only,local_change_krw,38,38,25,adequate,0.4473684210526316,-0.11634746922024623,1.0314732142857141,1.0
EQ,threshold,common_path,1,reference_only,delta_log_volume,38,38,25,adequate,-0.11770331091463415,-0.25416986296217686,0.0006208260852465123,1.0
EQ,threshold,common_path,1,reference_only,delta_local_bp,38,38,25,adequate,3.1154202847522514,-0.7468528459527749,7.150189285711562,1.0
EQ,threshold,common_path,1,reference_only,delta_quote_bp,38,38,25,adequate,0.15975771279274223,-0.10108530346677375,0.41651210585294424,1.0
EQ,threshold,common_path,1,reference_only,delta_fx_bp,38,38,25,adequate,-2.6129542856338843,-6.3982319770736655,0.3473516556286425,1.0
EQ,threshold,common_path,1,reference_only,delta_market_bp,38,38,25,adequate,3.0171661147225426,0.08590318017732135,6.715469507941293,1.0
EQ,threshold,common_path,1,reference_only,delta_g_bp,38,38,25,adequate,-0.023824399372992907,-0.08521912645943316,0.03318841140534489,1.0
EQ,threshold,common_path,1,reference_only,fall10,38,38,25,adequate,0.0,0.0,0.0,1.0
EQ,threshold,common_path,1,reference_only,local_down,38,38,25,adequate,0.3157894736842105,0.18181818181818182,0.4666666666666667,1.0
EQ,threshold,common_path,1,neither,e_now,74,74,47,adequate,-10.640144466129671,-12.761671635469957,-8.789267290682261,1.0
EQ,threshold,common_path,1,neither,delta_e,74,74,47,adequate,5.175298485993558,3.4594790068964723,6.85059081510437,1.0
EQ,threshold,common_path,1,neither,target,74,74,47,adequate,-5.464845980136112,-8.764432509992732,-2.731746321990555,1.0
EQ,threshold,common_path,1,neither,local_logreturn_bp,74,74,47,adequate,-0.5579076359895915,-3.574040070679513,2.289263009144147,1.0
EQ,threshold,common_path,1,neither,local_change_krw,74,74,47,adequate,-0.08108108108108109,-0.5245901639344263,0.33364779874213807,1.0
EQ,threshold,common_path,1,neither,delta_log_volume,74,74,47,adequate,-0.0020617908514665253,-0.09337668478163383,0.09043131892223748,1.0
EQ,threshold,common_path,1,neither,delta_local_bp,74,74,47,adequate,-0.5962187077487373,-3.6162709056316054,2.2828258212205506,1.0
EQ,threshold,common_path,1,neither,delta_quote_bp,74,74,47,adequate,0.10792041145188569,-0.05921829430160469,0.2814217849154434,1.0
EQ,threshold,common_path,1,neither,delta_fx_bp,74,74,47,adequate,1.094249626430358,-1.5288698288799987,3.8149517337868426,1.0
EQ,threshold,common_path,1,neither,delta_market_bp,74,74,47,adequate,4.572558364492472,1.564457682739703,7.906631851111916,1.0
EQ,threshold,common_path,1,neither,delta_g_bp,74,74,47,adequate,-0.0032112086327505214,-0.0349377374471591,0.02619912889556707,1.0
EQ,threshold,common_path,1,neither,fall10,74,74,47,adequate,0.06756756756756757,0.014084507042253521,0.12677174156047394,1.0
EQ,threshold,common_path,1,neither,local_down,74,74,47,adequate,0.2972972972972973,0.19444444444444445,0.4050803968525487,1.0
EQ,threshold,common_path,6,both,e_now,120,120,62,adequate,3.171134093714548,1.4522997234874764,4.976909355002599,1.0
EQ,threshold,common_path,6,both,delta_e,120,120,62,adequate,-1.89461723698789,-3.718113968758894,-0.3777701284553592,1.0
EQ,threshold,common_path,6,both,target,120,120,62,adequate,1.276516856726658,-0.1159581356107199,2.652310582778193,1.0
EQ,threshold,common_path,6,both,local_logreturn_bp,120,120,62,adequate,-0.9323795272836684,-5.971339849498501,3.752722701605705,1.0
EQ,threshold,common_path,6,both,local_change_krw,120,120,62,adequate,-0.14166666666666666,-0.8844444444444444,0.5447154471544715,1.0
EQ,threshold,common_path,6,both,delta_log_volume,120,120,62,adequate,-0.21790016702524823,-0.35882163923698607,-0.05732714284134675,1.0
EQ,threshold,common_path,6,both,delta_local_bp,120,120,62,adequate,-0.9802670023514762,-6.016110827450665,3.683656474200302,1.0
EQ,threshold,common_path,6,both,delta_quote_bp,120,120,62,adequate,0.1179743341014837,-0.14084772539704515,0.38586480679372864,1.0
EQ,threshold,common_path,6,both,delta_fx_bp,120,120,62,adequate,3.720878662173443,-3.0091526925285406,9.716800564643208,1.0
EQ,threshold,common_path,6,both,delta_market_bp,120,120,62,adequate,-4.741281806939189,-8.665475297456311,-0.4591336521992888,1.0
EQ,threshold,common_path,6,both,delta_g_bp,120,120,62,adequate,-0.011921423972510689,-0.06809183822822681,0.046129119953598474,1.0
EQ,threshold,common_path,6,both,fall10,120,120,62,adequate,0.2,0.14285714285714285,0.2644875326693508,1.0
EQ,threshold,common_path,6,both,local_down,120,120,62,adequate,0.44166666666666665,0.35135135135135137,0.5360382352941176,1.0
EQ,threshold,common_path,6,ml_only,e_now,7,7,7,limited,-3.0087431558540483,-7.082873368252125,0.7667308135794774,1.0
EQ,threshold,common_path,6,ml_only,delta_e,7,7,7,limited,-1.2513226176957628,-12.518380165329885,9.443838971487065,1.0
EQ,threshold,common_path,6,ml_only,target,7,7,7,limited,-4.26006577354981,-13.003578487259333,4.2617403925694575,1.0
EQ,threshold,common_path,6,ml_only,local_logreturn_bp,7,7,7,limited,-14.470844871571403,-29.799030695087026,0.09795731014102316,1.0
EQ,threshold,common_path,6,ml_only,local_change_krw,7,7,7,limited,-2.142857142857143,-4.4,0.0,1.0
EQ,threshold,common_path,6,ml_only,delta_log_volume,7,7,7,limited,-0.48136477009506173,-1.1331286625975194,0.2250354100289556,1.0
EQ,threshold,common_path,6,ml_only,delta_local_bp,7,7,7,limited,-14.563219218747822,-30.049608044319257,0.09250460869081248,1.0
EQ,threshold,common_path,6,ml_only,delta_quote_bp,7,7,7,limited,0.2874654253070175,-0.33332497033012176,1.0040776293798295,1.0
EQ,threshold,common_path,6,ml_only,delta_fx_bp,7,7,7,limited,6.828544504416947,-11.61655410863685,24.27224711903193,1.0
EQ,threshold,common_path,6,ml_only,delta_market_bp,7,7,7,limited,6.1737264025995255,-12.75584053622522,20.632044329741213,1.0
EQ,threshold,common_path,6,ml_only,delta_g_bp,7,7,7,limited,0.02216026873108825,-0.0522469090526798,0.11429566149972689,1.0
EQ,threshold,common_path,6,ml_only,fall10,7,7,7,limited,0.42857142857142855,0.0,0.8,1.0
EQ,threshold,common_path,6,ml_only,local_down,7,7,7,limited,0.7142857142857143,0.3333333333333333,1.0,1.0
EQ,threshold,common_path,6,reference_only,e_now,38,38,25,adequate,-8.704816644656889,-11.776467780647764,-6.127346583517047,1.0
EQ,threshold,common_path,6,reference_only,delta_e,38,38,25,adequate,7.108613352535024,4.3898961279598785,10.250506574035894,1.0
EQ,threshold,common_path,6,reference_only,target,38,38,25,adequate,-1.5962032921218643,-4.4417501416969465,1.46657075183723,1.0
EQ,threshold,common_path,6,reference_only,local_logreturn_bp,38,38,25,adequate,8.241654139550775,2.2285530049107334,14.038521488871268,1.0
EQ,threshold,common_path,6,reference_only,local_change_krw,38,38,25,adequate,1.2105263157894737,0.3225230414746544,2.0631249999999994,1.0
EQ,threshold,common_path,6,reference_only,delta_log_volume,38,38,25,adequate,-0.38631534737054174,-0.6350491422474122,-0.16161535764950521,1.0
EQ,threshold,common_path,6,reference_only,delta_local_bp,38,38,25,adequate,8.313046733375511,2.2449517389530347,14.18696283593519,1.0
EQ,threshold,common_path,6,reference_only,delta_quote_bp,38,38,25,adequate,-0.0008296503745441477,-0.5764413885153875,0.5335627592249561,1.0
EQ,threshold,common_path,6,reference_only,delta_fx_bp,38,38,25,adequate,-1.1093323155577557,-7.7309991710210575,4.139315760317096,1.0
EQ,threshold,common_path,6,reference_only,delta_market_bp,38,38,25,adequate,-0.11300154419729491,-5.996656776410156,7.68272686444971,1.0
EQ,threshold,common_path,6,reference_only,delta_g_bp,38,38,25,adequate,0.018730129288084662,-0.12023108613131507,0.16184093744045217,1.0
EQ,threshold,common_path,6,reference_only,fall10,38,38,25,adequate,0.05263157894736842,0.0,0.12121212121212122,1.0
EQ,threshold,common_path,6,reference_only,local_down,38,38,25,adequate,0.2894736842105263,0.17142857142857143,0.43247747747747745,1.0
EQ,threshold,common_path,6,neither,e_now,74,74,47,adequate,-10.640144466129671,-12.761671635469957,-8.789267290682261,1.0
EQ,threshold,common_path,6,neither,delta_e,74,74,47,adequate,6.012615830303034,4.001855287274821,8.120858442096093,1.0
EQ,threshold,common_path,6,neither,target,74,74,47,adequate,-4.627528635826637,-7.756011584776723,-1.930821641401574,1.0
EQ,threshold,common_path,6,neither,local_logreturn_bp,74,74,47,adequate,8.436562469166011,2.9395100391938556,14.099233764066518,1.0
EQ,threshold,common_path,6,neither,local_change_krw,74,74,47,adequate,1.2297297297297298,0.4223761926397092,2.0580575383949813,1.0
EQ,threshold,common_path,6,neither,delta_log_volume,74,74,47,adequate,-0.2706661312601536,-0.4186249525247636,-0.10156139932303208,1.0
EQ,threshold,common_path,6,neither,delta_local_bp,74,74,47,adequate,8.471281983343141,2.92232426342018,14.170185519236451,1.0
EQ,threshold,common_path,6,neither,delta_quote_bp,74,74,47,adequate,0.2711991950348597,-0.03012761990208329,0.5569780819862008,1.0
EQ,threshold,common_path,6,neither,delta_fx_bp,74,74,47,adequate,-9.177339486837841,-18.742598749795153,0.9649938127192439,1.0
EQ,threshold,common_path,6,neither,delta_market_bp,74,74,47,adequate,6.4621323788217255,-1.8262687354977964,14.642709656110174,1.0
EQ,threshold,common_path,6,neither,delta_g_bp,74,74,47,adequate,-0.014658240058142383,-0.058495657680677556,0.02839673728284735,1.0
EQ,threshold,common_path,6,neither,fall10,74,74,47,adequate,0.02702702702702703,0.0,0.05970149253731343,1.0
EQ,threshold,common_path,6,neither,local_down,74,74,47,adequate,0.2972972972972973,0.20512820512820512,0.3968253968253968,1.0
EQ,threshold,common_path,12,both,e_now,120,120,62,adequate,3.171134093714548,1.4522997234874764,4.976909355002599,1.0
EQ,threshold,common_path,12,both,delta_e,120,120,62,adequate,-4.4114150880156915,-6.638454182212309,-2.4336265187696564,1.0
EQ,threshold,common_path,12,both,target,120,120,62,adequate,-1.2402809943011446,-3.232706774392451,0.6421655144437537,1.0
EQ,threshold,common_path,12,both,local_logreturn_bp,120,120,62,adequate,1.1928258667365375,-7.866728779360786,9.82809410121887,1.0
EQ,threshold,common_path,12,both,local_change_krw,120,120,62,adequate,0.175,-1.1504646017699114,1.4415915915915913,1.0
EQ,threshold,common_path,12,both,delta_log_volume,120,120,62,adequate,-0.06520813887715304,-0.25451177393077185,0.12395804387393618,1.0
EQ,threshold,common_path,12,both,delta_local_bp,120,120,62,adequate,1.1956347021954135,-7.852321971765717,9.844153958121286,1.0
EQ,threshold,common_path,12,both,delta_quote_bp,120,120,62,adequate,-0.6959266532039386,-1.2073896463972889,-0.23844721603198335,1.0
EQ,threshold,common_path,12,both,delta_fx_bp,120,120,62,adequate,2.2123701029680714,-9.517228071234577,14.06705899024572,1.0
EQ,threshold,common_path,12,both,delta_market_bp,120,120,62,adequate,-7.214485899744728,-15.615194817472227,1.6951278411697446,1.0
EQ,threshold,common_path,12,both,delta_g_bp,120,120,62,adequate,0.09099265977005479,0.011495299047183575,0.1826288116306194,1.0
EQ,threshold,common_path,12,both,fall10,120,120,62,adequate,0.2833333333333333,0.21428571428571427,0.35717189314750286,1.0
EQ,threshold,common_path,12,both,local_down,120,120,62,adequate,0.38333333333333336,0.26851851851851855,0.5080779569892473,1.0
EQ,threshold,common_path,12,ml_only,e_now,7,7,7,limited,-3.0087431558540483,-7.082873368252125,0.7667308135794774,1.0
EQ,threshold,common_path,12,ml_only,delta_e,7,7,7,limited,3.1240173569799103,-4.429523250836789,10.08054759275514,1.0
EQ,threshold,common_path,12,ml_only,target,7,7,7,limited,0.11527420112586254,-4.461868625445291,5.111748042261026,1.0
EQ,threshold,common_path,12,ml_only,local_logreturn_bp,7,7,7,limited,7.123662959019527,-28.763730078271557,48.25649702165512,1.0
EQ,threshold,common_path,12,ml_only,local_change_krw,7,7,7,limited,1.0,-4.25,7.0,1.0
EQ,threshold,common_path,12,ml_only,delta_log_volume,7,7,7,limited,0.0012874773174686993,-0.7359479411659592,0.5542247734258818,1.0
EQ,threshold,common_path,12,ml_only,delta_local_bp,7,7,7,limited,7.243418917994892,-28.528976171223857,48.60801468324768,1.0
EQ,threshold,common_path,12,ml_only,delta_quote_bp,7,7,7,limited,-1.2972965988127385,-3.6042304654093735,0.50508049562218,1.0
EQ,threshold,common_path,12,ml_only,delta_fx_bp,7,7,7,limited,-1.4929686200136598,-33.86794037544275,33.275670484695404,1.0
EQ,threshold,common_path,12,ml_only,delta_market_bp,7,7,7,limited,-1.459753614818047,-34.52449459041402,35.653996593392655,1.0
EQ,threshold,common_path,12,ml_only,delta_g_bp,7,7,7,limited,0.13061727263140951,-0.11186959079876399,0.4715759563747057,1.0
EQ,threshold,common_path,12,ml_only,fall10,7,7,7,limited,0.14285714285714285,0.0,0.42857142857142855,1.0
EQ,threshold,common_path,12,ml_only,local_down,7,7,7,limited,0.5714285714285714,0.2,1.0,1.0
EQ,threshold,common_path,12,reference_only,e_now,38,38,25,adequate,-8.704816644656889,-11.776467780647764,-6.127346583517047,1.0
EQ,threshold,common_path,12,reference_only,delta_e,38,38,25,adequate,6.035320610688256,1.3858928398932304,11.614668143476663,1.0
EQ,threshold,common_path,12,reference_only,target,38,38,25,adequate,-2.669496033968633,-5.455928927915844,0.5965054298183375,1.0
EQ,threshold,common_path,12,reference_only,local_logreturn_bp,38,38,25,adequate,9.157503330891165,-1.434890927982174,20.446805454245723,1.0
EQ,threshold,common_path,12,reference_only,local_change_krw,38,38,25,adequate,1.3421052631578947,-0.21745923913043477,3.0013888888888878,1.0
EQ,threshold,common_path,12,reference_only,delta_log_volume,38,38,25,adequate,-0.1965983985034756,-0.5154698250893344,0.03513107385394832,1.0
EQ,threshold,common_path,12,reference_only,delta_local_bp,38,38,25,adequate,9.280826256533965,-1.4051897573753025,20.759150935181598,1.0
EQ,threshold,common_path,12,reference_only,delta_quote_bp,38,38,25,adequate,-1.0088352001475942,-2.0784798506986557,-0.07571718757676205,1.0
EQ,threshold,common_path,12,reference_only,delta_fx_bp,38,38,25,adequate,3.0452825666515313,-6.280413805743091,11.269993633366953,1.0
EQ,threshold,common_path,12,reference_only,delta_market_bp,38,38,25,adequate,-5.512413780829847,-19.635022653801034,9.085942289882656,1.0
EQ,threshold,common_path,12,reference_only,delta_g_bp,38,38,25,adequate,0.23046076847891883,0.022962124992271155,0.4458768379668686,1.0
EQ,threshold,common_path,12,reference_only,fall10,38,38,25,adequate,0.05263157894736842,0.0,0.12,1.0
EQ,threshold,common_path,12,reference_only,local_down,38,38,25,adequate,0.34210526315789475,0.1935483870967742,0.4857142857142857,1.0
EQ,threshold,common_path,12,neither,e_now,74,74,47,adequate,-10.640144466129671,-12.761671635469957,-8.789267290682261,1.0
EQ,threshold,common_path,12,neither,delta_e,74,74,47,adequate,4.939871609597234,1.569865083757913,7.983707408359938,1.0
EQ,threshold,common_path,12,neither,target,74,74,47,adequate,-5.700272856532436,-10.60887994550323,-1.492285298694234,1.0
EQ,threshold,common_path,12,neither,local_logreturn_bp,74,74,47,adequate,17.46550595343614,5.639913588009566,28.364046119981577,1.0
EQ,threshold,common_path,12,neither,local_change_krw,74,74,47,adequate,2.554054054054054,0.8222208436724566,4.155516431924882,1.0
EQ,threshold,common_path,12,neither,delta_log_volume,74,74,47,adequate,-0.05951781736927586,-0.2893860528597509,0.16817932692427573,1.0
EQ,threshold,common_path,12,neither,delta_local_bp,74,74,47,adequate,17.526551916011655,5.579666719025276,28.550491987331306,1.0
EQ,threshold,common_path,12,neither,delta_quote_bp,74,74,47,adequate,-0.3973352035733265,-0.8178822846131328,0.02257504844809958,1.0
EQ,threshold,common_path,12,neither,delta_fx_bp,74,74,47,adequate,-7.288471738529747,-23.28984056079033,8.739529069630288,1.0
EQ,threshold,common_path,12,neither,delta_market_bp,74,74,47,adequate,-5.021723336097721,-15.763982906166724,6.557675715002539,1.0
EQ,threshold,common_path,12,neither,delta_g_bp,74,74,47,adequate,0.1208499717863109,0.046330851378774664,0.19710927536176528,1.0
EQ,threshold,common_path,12,neither,fall10,74,74,47,adequate,0.06756756756756757,0.0,0.1506849315068493,1.0
EQ,threshold,common_path,12,neither,local_down,74,74,47,adequate,0.28378378378378377,0.16666666666666666,0.4189189189189189,1.0
CAP,linear,full12,12,both,e_now,212,212,59,adequate,3.859532319486978,2.0729794316363055,5.817517293360448,1.0
CAP,linear,full12,12,both,delta_e,212,212,59,adequate,-4.416146651434835,-5.8573340111799475,-3.1886804881433424,1.0
CAP,linear,full12,12,both,target,212,212,59,adequate,-0.5566143319478574,-1.9322181078271414,0.7209834966096881,1.0
CAP,linear,full12,12,both,local_logreturn_bp,212,212,59,adequate,-3.367321149784289,-8.518336203368957,1.757235927648558,1.0
CAP,linear,full12,12,both,local_change_krw,212,212,59,adequate,-0.49528301886792453,-1.2526259824318076,0.25964831401475236,1.0
CAP,linear,full12,12,both,delta_log_volume,212,212,59,adequate,0.08696417490354219,0.000198628875507892,0.17102440874995756,1.0
CAP,linear,full12,12,both,delta_local_bp,212,212,59,adequate,-3.42297065655658,-8.553767535839404,1.702696948648259,1.0
CAP,linear,full12,12,both,delta_quote_bp,212,212,59,adequate,-0.06459645478167854,-0.3811741418684501,0.2958068461920177,1.0
CAP,linear,full12,12,both,delta_fx_bp,212,212,59,adequate,0.5700460356534046,-4.774648921928671,7.078134123413614,1.0
CAP,linear,full12,12,both,delta_market_bp,212,212,59,adequate,-1.4665071267953238,-8.053610501609116,3.8392083234292085,1.0
CAP,linear,full12,12,both,delta_g_bp,212,212,59,adequate,-0.032118448954949363,-0.10409351340205623,0.04588655094415309,1.0
CAP,linear,full12,12,both,fall10,212,212,59,adequate,0.2783018867924528,0.2261211917327222,0.34224074074074073,1.0
CAP,linear,full12,12,both,local_down,212,212,59,adequate,0.5094339622641509,0.43618106995884776,0.5808252683907134,1.0
CAP,linear,full12,12,ml_only,e_now,14,14,11,limited,-0.2899247505879902,-1.607490273108423,1.5083944094371586,1.0
CAP,linear,full12,12,ml_only,delta_e,14,14,11,limited,-3.648092717199995,-7.138326567578311,-0.7935405436531481,1.0
CAP,linear,full12,12,ml_only,target,14,14,11,limited,-3.938017467787986,-7.053991005729973,-1.0958217796825673,1.0
