definition,variant,information,calibration,threshold_bp,sample,strategy,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
EQ,original,F,raw,-5.0,full,ml_selected,509,164.0,312.5,146.25,166.25,17.75,0.6139489194499018,0.8917682926829268,0.468,0.06404715127701376,0.31356157252974026
EQ,original,F,raw,-5.0,full,linear,509,164.0,391.0,154.0,237.0,10.0,0.768172888015717,0.9390243902439024,0.3938618925831202,0.06424361493123773,0.2595694666011476
EQ,original,F,raw,-5.0,full,threshold,509,164.0,327.0,145.0,182.0,19.0,0.6424361493123772,0.8841463414634146,0.4434250764525994,0.06935166994106091,0.35103889793481713
EQ,original,F,raw,-5.0,full,historical,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,F,raw,-5.0,full,state_hist,509,164.0,250.0,133.0,117.0,31.0,0.4911591355599214,0.8109756097560976,0.532,0.07779960707269157,0.41339658433851645
EQ,original,F,raw,-5.0,full,always_alarm,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,F,raw,-5.0,full,never_alarm,509,164.0,0.0,0.0,0.0,164.0,0.0,0.0,,0.2899803536345776,3.123812547357424
EQ,original,F,raw,-5.0,nonoverlap,ml_selected,138,48.0,84.75,42.5,42.25,5.5,0.6141304347826086,0.8854166666666666,0.5014749262536873,0.06648550724637682,0.38489346881777636
EQ,original,F,raw,-5.0,nonoverlap,linear,138,48.0,102.0,44.0,58.0,4.0,0.7391304347826086,0.9166666666666666,0.43137254901960786,0.06811594202898552,0.38155073510676957
EQ,original,F,raw,-5.0,nonoverlap,threshold,138,48.0,88.0,42.0,46.0,6.0,0.6376811594202898,0.875,0.4772727272727273,0.07246376811594203,0.44893525519319905
EQ,original,F,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,F,raw,-5.0,nonoverlap,state_hist,138,48.0,72.0,40.0,32.0,8.0,0.5217391304347826,0.8333333333333334,0.5555555555555556,0.07536231884057973,0.4426602734436156
EQ,original,F,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,F,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.379424102991905
EQ,original,F,raw,-10.0,full,ml_selected,509,104.0,160.75,80.0,80.75,24.0,0.31581532416502944,0.7692307692307693,0.4976671850699845,0.05830058939096268,0.3333119327378337
EQ,original,F,raw,-10.0,full,linear,509,104.0,244.0,88.0,156.0,16.0,0.4793713163064833,0.8461538461538461,0.36065573770491804,0.058939096267190585,0.2575421832732846
EQ,original,F,raw,-10.0,full,threshold,509,104.0,172.0,71.0,101.0,33.0,0.3379174852652259,0.6826923076923077,0.4127906976744186,0.0781925343811395,0.4032005375922296
EQ,original,F,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,F,raw,-10.0,full,state_hist,509,104.0,142.0,77.0,65.0,27.0,0.27897838899803534,0.7403846153846154,0.5422535211267606,0.060510805500982326,0.3417840801970239
EQ,original,F,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,F,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.8190801532945655
EQ,original,F,raw,-10.0,nonoverlap,ml_selected,138,30.0,41.5,22.0,19.5,8.0,0.3007246376811594,0.7333333333333333,0.5301204819277109,0.06630434782608696,0.37428674088861374
EQ,original,F,raw,-10.0,nonoverlap,linear,138,30.0,64.0,25.0,39.0,5.0,0.463768115942029,0.8333333333333334,0.390625,0.06086956521739132,0.2769808754235469
EQ,original,F,raw,-10.0,nonoverlap,threshold,138,30.0,43.0,19.0,24.0,11.0,0.3115942028985507,0.6333333333333333,0.4418604651162791,0.0891304347826087,0.47048668317535025
EQ,original,F,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,F,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.38678991889529224
EQ,original,F,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,F,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,2.0167349330191002
EQ,original,F,raw,-20.0,full,ml_selected,509,39.0,38.75,17.75,21.0,21.25,0.07612966601178782,0.4551282051282051,0.45806451612903226,0.041699410609037334,0.2663537062391281
EQ,original,F,raw,-20.0,full,linear,509,39.0,19.0,11.0,8.0,28.0,0.03732809430255403,0.28205128205128205,0.5789473684210527,0.05108055009823183,0.3459369563423215
EQ,original,F,raw,-20.0,full,threshold,509,39.0,28.0,11.0,17.0,28.0,0.0550098231827112,0.28205128205128205,0.39285714285714285,0.05284872298624755,0.33869163123264506
EQ,original,F,raw,-20.0,full,historical,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,F,raw,-20.0,full,state_hist,509,39.0,31.0,15.0,16.0,24.0,0.060903732809430254,0.38461538461538464,0.4838709677419355,0.045579567779960715,0.3073060016924822
EQ,original,F,raw,-20.0,full,always_alarm,509,39.0,509.0,39.0,470.0,0.0,1.0,1.0,0.07662082514734773,0.09233791748526522,0.0
EQ,original,F,raw,-20.0,full,never_alarm,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,F,raw,-20.0,nonoverlap,ml_selected,138,12.0,7.75,3.75,4.0,8.25,0.05615942028985507,0.3125,0.4838709677419355,0.05670289855072464,0.36650350414762556
EQ,original,F,raw,-20.0,nonoverlap,linear,138,12.0,2.0,1.0,1.0,11.0,0.014492753623188406,0.08333333333333333,0.5,0.07246376811594203,0.5254337637360037
EQ,original,F,raw,-20.0,nonoverlap,threshold,138,12.0,5.0,1.0,4.0,11.0,0.036231884057971016,0.08333333333333333,0.2,0.0746376811594203,0.5254337637360037
EQ,original,F,raw,-20.0,nonoverlap,historical,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
EQ,original,F,raw,-20.0,nonoverlap,state_hist,138,12.0,6.0,4.0,2.0,8.0,0.043478260869565216,0.3333333333333333,0.6666666666666666,0.053623188405797106,0.4762308858557142
EQ,original,F,raw,-20.0,nonoverlap,always_alarm,138,12.0,138.0,12.0,126.0,0.0,1.0,1.0,0.08695652173913043,0.09130434782608694,0.0
EQ,original,F,raw,-20.0,nonoverlap,never_alarm,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
EQ,original,F,calibrated,-5.0,full,ml_selected,509,164.0,423.0,159.0,264.0,5.0,0.831041257367387,0.9695121951219512,0.375886524822695,0.060707269155206287,0.035149842045600926
EQ,original,F,calibrated,-5.0,full,linear,509,164.0,462.0,162.0,300.0,2.0,0.9076620825147348,0.9878048780487805,0.35064935064935066,0.06247544204322201,0.15821571065689802
EQ,original,F,calibrated,-5.0,full,threshold,509,164.0,439.0,159.0,280.0,5.0,0.862475442043222,0.9695121951219512,0.3621867881548975,0.06385068762278978,0.14268299809348264
EQ,original,F,calibrated,-5.0,full,historical,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,F,calibrated,-5.0,full,state_hist,509,164.0,486.0,162.0,324.0,2.0,0.9548133595284872,0.9878048780487805,0.3333333333333333,0.06719056974459725,0.016063343137953063
EQ,original,F,calibrated,-5.0,full,always_alarm,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,F,calibrated,-5.0,full,never_alarm,509,164.0,0.0,0.0,0.0,164.0,0.0,0.0,,0.2899803536345776,3.123812547357424
EQ,original,F,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,116.5,46.0,70.5,2.0,0.8442028985507246,0.9583333333333334,0.3948497854077253,0.06413043478260869,0.01572145210450508
EQ,original,F,calibrated,-5.0,nonoverlap,linear,138,48.0,121.0,47.0,74.0,1.0,0.8768115942028986,0.9791666666666666,0.3884297520661157,0.060144927536231886,0.18503978091837256
EQ,original,F,calibrated,-5.0,nonoverlap,threshold,138,48.0,120.0,47.0,73.0,1.0,0.8695652173913043,0.9791666666666666,0.39166666666666666,0.05942028985507247,0.05731377681649163
EQ,original,F,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,F,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
EQ,original,F,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,F,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.379424102991905
EQ,original,F,calibrated,-10.0,full,ml_selected,509,104.0,270.5,92.0,178.5,12.0,0.5314341846758349,0.8846153846153846,0.34011090573012936,0.056286836935167,0.20603560889590097
EQ,original,F,calibrated,-10.0,full,linear,509,104.0,386.0,95.0,291.0,9.0,0.7583497053045186,0.9134615384615384,0.24611398963730569,0.07308447937131632,0.20203457507321687
EQ,original,F,calibrated,-10.0,full,threshold,509,104.0,330.0,93.0,237.0,11.0,0.6483300589390962,0.8942307692307693,0.2818181818181818,0.06601178781925346,0.21590335632808788
EQ,original,F,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,F,calibrated,-10.0,full,state_hist,509,104.0,293.0,93.0,200.0,11.0,0.5756385068762279,0.8942307692307693,0.3174061433447099,0.058742632612966604,0.19393345427855258
EQ,original,F,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,F,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.8190801532945655
EQ,original,F,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,74.5,26.0,48.5,4.0,0.5398550724637681,0.8666666666666667,0.348993288590604,0.061231884057971024,0.2470065271164751
EQ,original,F,calibrated,-10.0,nonoverlap,linear,138,30.0,104.0,28.0,76.0,2.0,0.7536231884057971,0.9333333333333333,0.2692307692307692,0.06811594202898551,0.19932287925399778
EQ,original,F,calibrated,-10.0,nonoverlap,threshold,138,30.0,88.0,26.0,62.0,4.0,0.6376811594202898,0.8666666666666667,0.29545454545454547,0.07101449275362319,0.26384724436343804
EQ,original,F,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,F,calibrated,-10.0,nonoverlap,state_hist,138,30.0,82.0,26.0,56.0,4.0,0.5942028985507246,0.8666666666666667,0.3170731707317073,0.06666666666666667,0.253186272368145
EQ,original,F,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,F,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,2.0167349330191002
EQ,original,F,calibrated,-20.0,full,ml_selected,509,39.0,95.75,31.0,64.75,8.0,0.1881139489194499,0.7948717948717948,0.3237597911227154,0.026866404715127704,0.13620679328327992
EQ,original,F,calibrated,-20.0,full,linear,509,39.0,109.0,24.0,85.0,15.0,0.21414538310412573,0.6153846153846154,0.22018348623853212,0.043222003929273084,0.21478647559301736
EQ,original,F,calibrated,-20.0,full,threshold,509,39.0,108.0,26.0,82.0,13.0,0.21218074656188604,0.6666666666666666,0.24074074074074073,0.039096267190569745,0.22141851524812345
EQ,original,F,calibrated,-20.0,full,historical,509,39.0,181.0,22.0,159.0,17.0,0.3555992141453831,0.5641025641025641,0.12154696132596685,0.06129666011787818,0.25207331247043646
EQ,original,F,calibrated,-20.0,full,state_hist,509,39.0,123.0,34.0,89.0,5.0,0.24165029469548133,0.8717948717948718,0.2764227642276423,0.026326129666011788,0.10559478214312608
EQ,original,F,calibrated,-20.0,full,always_alarm,509,39.0,509.0,39.0,470.0,0.0,1.0,1.0,0.07662082514734773,0.09233791748526522,0.0
EQ,original,F,calibrated,-20.0,full,never_alarm,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,F,calibrated,-20.0,nonoverlap,ml_selected,138,12.0,28.75,10.25,18.5,1.75,0.20833333333333334,0.8541666666666666,0.3565217391304348,0.024818840579710146,0.07881427072788208
EQ,original,F,calibrated,-20.0,nonoverlap,linear,138,12.0,28.0,7.0,21.0,5.0,0.2028985507246377,0.5833333333333334,0.25,0.04782608695652174,0.21433612654844356
EQ,original,F,calibrated,-20.0,nonoverlap,threshold,138,12.0,26.0,8.0,18.0,4.0,0.18840579710144928,0.6666666666666666,0.3076923076923077,0.0391304347826087,0.2523260854381993
EQ,original,F,calibrated,-20.0,nonoverlap,historical,138,12.0,45.0,5.0,40.0,7.0,0.32608695652173914,0.4166666666666667,0.1111111111111111,0.0746376811594203,0.37846124085833793
EQ,original,F,calibrated,-20.0,nonoverlap,state_hist,138,12.0,32.0,11.0,21.0,1.0,0.2318840579710145,0.9166666666666666,0.34375,0.021739130434782608,0.07634412874445952
EQ,original,F,calibrated,-20.0,nonoverlap,always_alarm,138,12.0,138.0,12.0,126.0,0.0,1.0,1.0,0.08695652173913043,0.09130434782608694,0.0
EQ,original,F,calibrated,-20.0,nonoverlap,never_alarm,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
EQ,original,R,raw,-5.0,full,ml_selected,509,164.0,335.75,149.0,186.75,15.0,0.6596267190569745,0.9085365853658537,0.4437825763216679,0.06321218074656189,0.2745034549632358
EQ,original,R,raw,-5.0,full,linear,509,164.0,373.0,152.0,221.0,12.0,0.7328094302554028,0.926829268292683,0.4075067024128686,0.06463654223968567,0.256864780937499
EQ,original,R,raw,-5.0,full,threshold,509,164.0,339.0,149.0,190.0,15.0,0.6660117878192534,0.9085365853658537,0.43952802359882004,0.06385068762278978,0.2746373107255131
EQ,original,R,raw,-5.0,full,historical,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,R,raw,-5.0,full,state_hist,509,164.0,250.0,133.0,117.0,31.0,0.4911591355599214,0.8109756097560976,0.532,0.07779960707269157,0.41339658433851645
EQ,original,R,raw,-5.0,full,always_alarm,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,R,raw,-5.0,full,never_alarm,509,164.0,0.0,0.0,0.0,164.0,0.0,0.0,,0.2899803536345776,3.123812547357424
EQ,original,R,raw,-5.0,nonoverlap,ml_selected,138,48.0,91.0,44.0,47.0,4.0,0.6594202898550725,0.9166666666666666,0.4835164835164835,0.060144927536231886,0.3021947929915035
EQ,original,R,raw,-5.0,nonoverlap,linear,138,48.0,101.0,44.0,57.0,4.0,0.7318840579710145,0.9166666666666666,0.43564356435643564,0.06739130434782609,0.30045457748976945
EQ,original,R,raw,-5.0,nonoverlap,threshold,138,48.0,91.0,43.0,48.0,5.0,0.6594202898550725,0.8958333333333334,0.4725274725274725,0.06739130434782609,0.3105253207597074
EQ,original,R,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,R,raw,-5.0,nonoverlap,state_hist,138,48.0,72.0,40.0,32.0,8.0,0.5217391304347826,0.8333333333333334,0.5555555555555556,0.07536231884057973,0.4426602734436156
EQ,original,R,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,R,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.379424102991905
EQ,original,R,raw,-10.0,full,ml_selected,509,104.0,149.0,77.75,71.25,26.25,0.29273084479371314,0.7475961538461539,0.5218120805369127,0.06041257367387033,0.3373731636786365
EQ,original,R,raw,-10.0,full,linear,509,104.0,224.0,85.0,139.0,19.0,0.4400785854616896,0.8173076923076923,0.3794642857142857,0.06090373280943026,0.2808340240548185
EQ,original,R,raw,-10.0,full,threshold,509,104.0,161.0,79.0,82.0,25.0,0.3163064833005894,0.7596153846153846,0.4906832298136646,0.06031434184675836,0.3357226753192067
EQ,original,R,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,R,raw,-10.0,full,state_hist,509,104.0,142.0,77.0,65.0,27.0,0.27897838899803534,0.7403846153846154,0.5422535211267606,0.060510805500982326,0.3417840801970239
EQ,original,R,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,R,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.8190801532945655
EQ,original,R,raw,-10.0,nonoverlap,ml_selected,138,30.0,42.0,20.75,21.25,9.25,0.30434782608695654,0.6916666666666667,0.49404761904761907,0.07572463768115942,0.38012107121095073
EQ,original,R,raw,-10.0,nonoverlap,linear,138,30.0,61.0,24.0,37.0,6.0,0.4420289855072464,0.8,0.39344262295081966,0.06594202898550726,0.2858726723360022
EQ,original,R,raw,-10.0,nonoverlap,threshold,138,30.0,41.0,21.0,20.0,9.0,0.2971014492753623,0.7,0.5121951219512195,0.07318840579710145,0.38317853780106903
EQ,original,R,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,R,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.38678991889529224
EQ,original,R,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,R,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,2.0167349330191002
EQ,original,R,raw,-20.0,full,ml_selected,509,39.0,32.25,14.0,18.25,25.0,0.06335952848722987,0.358974358974359,0.43410852713178294,0.04778978388998036,0.3106165206084266
EQ,original,R,raw,-20.0,full,linear,509,39.0,27.0,15.0,12.0,24.0,0.05304518664047151,0.38461538461538464,0.5555555555555556,0.04479371316306483,0.2985232523426762
EQ,original,R,raw,-20.0,full,threshold,509,39.0,42.0,18.0,24.0,21.0,0.0825147347740668,0.46153846153846156,0.42857142857142855,0.041846758349705304,0.26944674867644747
EQ,original,R,raw,-20.0,full,historical,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,R,raw,-20.0,full,state_hist,509,39.0,31.0,15.0,16.0,24.0,0.060903732809430254,0.38461538461538464,0.4838709677419355,0.045579567779960715,0.3073060016924822
EQ,original,R,raw,-20.0,full,always_alarm,509,39.0,509.0,39.0,470.0,0.0,1.0,1.0,0.07662082514734773,0.09233791748526522,0.0
EQ,original,R,raw,-20.0,full,never_alarm,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,R,raw,-20.0,nonoverlap,ml_selected,138,12.0,6.0,2.0,4.0,10.0,0.043478260869565216,0.16666666666666666,0.3333333333333333,0.06811594202898551,0.44913893895034646
EQ,original,R,raw,-20.0,nonoverlap,linear,138,12.0,5.0,3.0,2.0,9.0,0.036231884057971016,0.25,0.6,0.060144927536231886,0.3789688260755728
EQ,original,R,raw,-20.0,nonoverlap,threshold,138,12.0,10.0,4.0,6.0,8.0,0.07246376811594203,0.3333333333333333,0.4,0.05652173913043479,0.33196123271099187
EQ,original,R,raw,-20.0,nonoverlap,historical,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
EQ,original,R,raw,-20.0,nonoverlap,state_hist,138,12.0,6.0,4.0,2.0,8.0,0.043478260869565216,0.3333333333333333,0.6666666666666666,0.053623188405797106,0.4762308858557142
EQ,original,R,raw,-20.0,nonoverlap,always_alarm,138,12.0,138.0,12.0,126.0,0.0,1.0,1.0,0.08695652173913043,0.09130434782608694,0.0
EQ,original,R,raw,-20.0,nonoverlap,never_alarm,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
EQ,original,R,calibrated,-5.0,full,ml_selected,509,164.0,443.75,161.5,282.25,2.5,0.8718074656188605,0.9847560975609756,0.363943661971831,0.059872298624754426,0.013668466133587841
EQ,original,R,calibrated,-5.0,full,linear,509,164.0,453.0,161.0,292.0,3.0,0.8899803536345776,0.9817073170731707,0.3554083885209713,0.06267190569744598,0.16449936900591483
EQ,original,R,calibrated,-5.0,full,threshold,509,164.0,415.0,160.0,255.0,4.0,0.8153241650294696,0.975609756097561,0.3855421686746988,0.05717092337917486,0.12244753156560306
EQ,original,R,calibrated,-5.0,full,historical,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,R,calibrated,-5.0,full,state_hist,509,164.0,486.0,162.0,324.0,2.0,0.9548133595284872,0.9878048780487805,0.3333333333333333,0.06719056974459725,0.016063343137953063
EQ,original,R,calibrated,-5.0,full,always_alarm,509,164.0,509.0,164.0,345.0,0.0,1.0,1.0,0.32220039292730845,0.06777996070726916,0.0
EQ,original,R,calibrated,-5.0,full,never_alarm,509,164.0,0.0,0.0,0.0,164.0,0.0,0.0,,0.2899803536345776,3.123812547357424
EQ,original,R,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,119.25,47.5,71.75,0.5,0.8641304347826086,0.9895833333333334,0.39832285115303984,0.0552536231884058,0.002825354417283573
EQ,original,R,calibrated,-5.0,nonoverlap,linear,138,48.0,118.0,47.0,71.0,1.0,0.855072463768116,0.9791666666666666,0.3983050847457627,0.057971014492753624,0.18503978091837256
EQ,original,R,calibrated,-5.0,nonoverlap,threshold,138,48.0,109.0,46.0,63.0,2.0,0.7898550724637681,0.9583333333333334,0.42201834862385323,0.05869565217391304,0.01572145210450508
EQ,original,R,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,R,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
EQ,original,R,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
EQ,original,R,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.379424102991905
EQ,original,R,calibrated,-10.0,full,ml_selected,509,104.0,290.75,92.0,198.75,12.0,0.5712180746561886,0.8846153846153846,0.3164230438521066,0.06026522593320237,0.20603560889590097
EQ,original,R,calibrated,-10.0,full,linear,509,104.0,357.0,95.0,262.0,9.0,0.7013752455795678,0.9134615384615384,0.2661064425770308,0.06738703339882123,0.20203457507321687
EQ,original,R,calibrated,-10.0,full,threshold,509,104.0,293.0,91.0,202.0,13.0,0.5756385068762279,0.875,0.310580204778157,0.06267190569744598,0.21089544419518527
EQ,original,R,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,R,calibrated,-10.0,full,state_hist,509,104.0,293.0,93.0,200.0,11.0,0.5756385068762279,0.8942307692307693,0.3174061433447099,0.058742632612966604,0.19393345427855258
EQ,original,R,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
EQ,original,R,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.8190801532945655
EQ,original,R,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,79.5,26.0,53.5,4.0,0.5760869565217391,0.8666666666666667,0.3270440251572327,0.06485507246376812,0.2470065271164751
EQ,original,R,calibrated,-10.0,nonoverlap,linear,138,30.0,100.0,28.0,72.0,2.0,0.7246376811594203,0.9333333333333333,0.28,0.06521739130434782,0.19932287925399778
EQ,original,R,calibrated,-10.0,nonoverlap,threshold,138,30.0,82.0,26.0,56.0,4.0,0.5942028985507246,0.8666666666666667,0.3170731707317073,0.06666666666666668,0.2470065271164751
EQ,original,R,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,R,calibrated,-10.0,nonoverlap,state_hist,138,30.0,82.0,26.0,56.0,4.0,0.5942028985507246,0.8666666666666667,0.3170731707317073,0.06666666666666667,0.253186272368145
EQ,original,R,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
EQ,original,R,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,2.0167349330191002
EQ,original,R,calibrated,-20.0,full,ml_selected,509,39.0,95.5,30.25,65.25,8.75,0.18762278978389,0.7756410256410257,0.31675392670157065,0.028290766208251474,0.15056069588968213
EQ,original,R,calibrated,-20.0,full,linear,509,39.0,98.0,26.0,72.0,13.0,0.1925343811394892,0.6666666666666666,0.2653061224489796,0.037131630648330055,0.18863438342719593
EQ,original,R,calibrated,-20.0,full,threshold,509,39.0,105.0,28.0,77.0,11.0,0.206286836935167,0.717948717948718,0.26666666666666666,0.03457760314341847,0.1810545594571958
EQ,original,R,calibrated,-20.0,full,historical,509,39.0,181.0,22.0,159.0,17.0,0.3555992141453831,0.5641025641025641,0.12154696132596685,0.06129666011787818,0.25207331247043646
EQ,original,R,calibrated,-20.0,full,state_hist,509,39.0,123.0,34.0,89.0,5.0,0.24165029469548133,0.8717948717948718,0.2764227642276423,0.026326129666011788,0.10559478214312608
EQ,original,R,calibrated,-20.0,full,always_alarm,509,39.0,509.0,39.0,470.0,0.0,1.0,1.0,0.07662082514734773,0.09233791748526522,0.0
EQ,original,R,calibrated,-20.0,full,never_alarm,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,original,R,calibrated,-20.0,nonoverlap,ml_selected,138,12.0,24.0,9.0,15.0,3.0,0.17391304347826086,0.75,0.375,0.030434782608695653,0.12104648563001195
