definition,variant,information,fold,candidate,kind,n,score
EQ,own_scale,R,2026-02,14,qrf,400,2.083662624611086
EQ,own_scale,R,2026-02,15,qrf,400,1.7726538756920867
EQ,own_scale,R,2026-02,16,qrf,400,1.762416653277109
EQ,own_scale,R,2026-02,17,qrf,400,1.762811581612879
EQ,own_scale,R,2026-02,18,qrf,400,2.102772288556522
EQ,own_scale,R,2026-02,19,qrf,400,2.107176927870762
EQ,own_scale,R,2026-02,20,qrf,400,2.1079126799052648
EQ,own_scale,R,2026-02,21,qrf,400,1.7921244705733388
EQ,own_scale,R,2026-02,22,qrf,400,1.765353769417936
EQ,own_scale,R,2026-02,23,qrf,400,1.7503232917696538
EQ,own_scale,R,2026-02,24,boosting,400,2.0768972801971866
EQ,own_scale,R,2026-02,25,boosting,400,2.0541148439049772
EQ,own_scale,R,2026-02,26,boosting,400,2.020530083266204
EQ,own_scale,R,2026-02,27,boosting,400,1.7864908078529096
EQ,own_scale,R,2026-02,28,boosting,400,1.7877666806096437
EQ,own_scale,R,2026-02,29,boosting,400,1.7893197866372008
EQ,own_scale,R,2026-02,30,boosting,400,2.0610219731660737
EQ,own_scale,R,2026-02,31,boosting,400,2.0378314259426835
EQ,own_scale,R,2026-02,32,boosting,400,2.0298441918723444
EQ,own_scale,R,2026-02,33,boosting,400,1.7922489998384927
EQ,own_scale,R,2026-02,34,boosting,400,1.7998544545619208
EQ,own_scale,R,2026-02,35,boosting,400,1.8243921746709184
EQ,own_scale,R,2026-02,36,threshold,400,1.9069346353172023
EQ,own_scale,R,2026-02,37,threshold,400,1.9371528760973344
EQ,own_scale,R,2026-02,38,threshold,400,2.019891079949892
EQ,own_scale,R,2026-02,39,threshold,400,1.9351385649538833
EQ,own_scale,R,2026-02,40,threshold,400,1.9186462578811345
EQ,own_scale,R,2026-02,41,threshold,400,2.0244046536822613
EQ,own_scale,R,2026-02,42,threshold,400,1.9069346353172016
EQ,own_scale,R,2026-02,43,threshold,400,1.8409733622903213
EQ,own_scale,R,2026-02,44,threshold,400,1.9210120096304144
EQ,own_scale,R,2026-02,45,threshold,400,1.9351385649538861
EQ,own_scale,R,2026-02,46,threshold,400,1.908798354930728
EQ,own_scale,R,2026-02,47,threshold,400,1.9010925817372801
EQ,own_scale,R,2026-02,48,threshold,400,2.1282256671996516
EQ,own_scale,R,2026-02,49,threshold,400,2.0575433503506058
EQ,own_scale,R,2026-02,50,threshold,400,2.0953728894828267
EQ,own_scale,R,2026-02,51,threshold,400,1.9750937299426445
EQ,own_scale,R,2026-02,52,threshold,400,1.9607962735801547
EQ,own_scale,R,2026-02,53,threshold,400,2.0760928169658506
EQ,own_scale,R,2026-02,54,threshold,400,2.1282256671996516
EQ,own_scale,R,2026-02,55,threshold,400,2.0551819717057644
EQ,own_scale,R,2026-02,56,threshold,400,1.9547273425882263
EQ,own_scale,R,2026-02,57,threshold,400,1.9750937299426445
EQ,own_scale,R,2026-02,58,threshold,400,1.9205709987471449
EQ,own_scale,R,2026-02,59,threshold,400,1.8150228807147317
EQ,own_scale,R,2026-03,0,linear,404,1.956384260619788
EQ,own_scale,R,2026-03,1,linear,404,1.9791397347889932
EQ,own_scale,R,2026-03,2,linear,404,2.0186096304070635
EQ,own_scale,R,2026-03,3,linear,404,1.9563842606197872
EQ,own_scale,R,2026-03,4,linear,404,1.9484449754906674
EQ,own_scale,R,2026-03,5,linear,404,2.0690595736137345
EQ,own_scale,R,2026-03,6,linear,404,2.005971968805099
EQ,own_scale,R,2026-03,7,linear,404,2.052122155909007
EQ,own_scale,R,2026-03,8,linear,404,2.0331177025278713
EQ,own_scale,R,2026-03,9,linear,404,2.0059719688051
EQ,own_scale,R,2026-03,10,linear,404,2.0042305647117664
EQ,own_scale,R,2026-03,11,linear,404,2.151179751302806
EQ,own_scale,R,2026-03,12,qrf,404,2.0490120167576955
EQ,own_scale,R,2026-03,13,qrf,404,2.043939391574979
EQ,own_scale,R,2026-03,14,qrf,404,2.0156421755081393
EQ,own_scale,R,2026-03,15,qrf,404,1.809667940619296
EQ,own_scale,R,2026-03,16,qrf,404,1.8137769597250697
EQ,own_scale,R,2026-03,17,qrf,404,1.807964741802671
EQ,own_scale,R,2026-03,18,qrf,404,2.0727622963309202
EQ,own_scale,R,2026-03,19,qrf,404,2.0933477471662187
EQ,own_scale,R,2026-03,20,qrf,404,2.0762180074673346
EQ,own_scale,R,2026-03,21,qrf,404,1.8554830854498947
EQ,own_scale,R,2026-03,22,qrf,404,1.8497654512595625
EQ,own_scale,R,2026-03,23,qrf,404,1.8340722435911208
EQ,own_scale,R,2026-03,24,boosting,404,2.0360370075870895
EQ,own_scale,R,2026-03,25,boosting,404,1.9869955998919469
EQ,own_scale,R,2026-03,26,boosting,404,1.9709868200870482
EQ,own_scale,R,2026-03,27,boosting,404,1.8424600655213963
EQ,own_scale,R,2026-03,28,boosting,404,1.8040937175267815
EQ,own_scale,R,2026-03,29,boosting,404,1.8224608724917
EQ,own_scale,R,2026-03,30,boosting,404,2.0286283888876055
EQ,own_scale,R,2026-03,31,boosting,404,2.015836421071583
EQ,own_scale,R,2026-03,32,boosting,404,1.990434438238461
EQ,own_scale,R,2026-03,33,boosting,404,1.8640817234996696
EQ,own_scale,R,2026-03,34,boosting,404,1.879440666109939
EQ,own_scale,R,2026-03,35,boosting,404,1.924069222526502
EQ,own_scale,R,2026-03,36,threshold,404,1.8169176444755735
EQ,own_scale,R,2026-03,37,threshold,404,1.880301903828581
EQ,own_scale,R,2026-03,38,threshold,404,1.9565427660799422
EQ,own_scale,R,2026-03,39,threshold,404,1.8991275394136309
EQ,own_scale,R,2026-03,40,threshold,404,1.9031871937991105
EQ,own_scale,R,2026-03,41,threshold,404,1.9643339065779915
EQ,own_scale,R,2026-03,42,threshold,404,1.8169176444755741
EQ,own_scale,R,2026-03,43,threshold,404,1.7989103163909435
EQ,own_scale,R,2026-03,44,threshold,404,1.9080921279509977
EQ,own_scale,R,2026-03,45,threshold,404,1.899127539413633
EQ,own_scale,R,2026-03,46,threshold,404,1.926791234702706
EQ,own_scale,R,2026-03,47,threshold,404,1.9568615765473694
EQ,own_scale,R,2026-03,48,threshold,404,2.0833019205391716
EQ,own_scale,R,2026-03,49,threshold,404,2.014985726860544
EQ,own_scale,R,2026-03,50,threshold,404,2.061217927532447
EQ,own_scale,R,2026-03,51,threshold,404,1.9276360224336875
EQ,own_scale,R,2026-03,52,threshold,404,1.9172854617412676
EQ,own_scale,R,2026-03,53,threshold,404,2.0458637687655483
EQ,own_scale,R,2026-03,54,threshold,404,2.0833019205391725
EQ,own_scale,R,2026-03,55,threshold,404,2.0309234408650574
EQ,own_scale,R,2026-03,56,threshold,404,1.9134599452503882
EQ,own_scale,R,2026-03,57,threshold,404,1.9276360224336884
EQ,own_scale,R,2026-03,58,threshold,404,1.9103909210688896
EQ,own_scale,R,2026-03,59,threshold,404,1.8340221375010974
EQ,own_scale,B,2025-12,0,linear,479,1.445538440231915
EQ,own_scale,B,2025-12,1,linear,479,1.4231370531892322
EQ,own_scale,B,2025-12,2,linear,479,1.4200593224000766
EQ,own_scale,B,2025-12,3,linear,479,1.4455384402319158
EQ,own_scale,B,2025-12,4,linear,479,1.3749020319459424
EQ,own_scale,B,2025-12,5,linear,479,1.4292278778048058
EQ,own_scale,B,2025-12,6,linear,479,1.435687539903228
EQ,own_scale,B,2025-12,7,linear,479,1.419203411652804
EQ,own_scale,B,2025-12,8,linear,479,1.4322782759242816
EQ,own_scale,B,2025-12,9,linear,479,1.4356875399032272
EQ,own_scale,B,2025-12,10,linear,479,1.408405348113941
EQ,own_scale,B,2025-12,11,linear,479,1.420502419017827
EQ,own_scale,B,2025-12,12,qrf,479,1.4330120914422648
EQ,own_scale,B,2025-12,13,qrf,479,1.4291095495168153
EQ,own_scale,B,2025-12,14,qrf,479,1.4241380056874278
EQ,own_scale,B,2025-12,15,qrf,479,1.3536338053415626
EQ,own_scale,B,2025-12,16,qrf,479,1.3787409777893664
EQ,own_scale,B,2025-12,17,qrf,479,1.3799377676502185
EQ,own_scale,B,2025-12,18,qrf,479,1.4409711566312227
EQ,own_scale,B,2025-12,19,qrf,479,1.4409223409110812
EQ,own_scale,B,2025-12,20,qrf,479,1.444366136029281
EQ,own_scale,B,2025-12,21,qrf,479,1.3531769813867012
EQ,own_scale,B,2025-12,22,qrf,479,1.3642844232396356
EQ,own_scale,B,2025-12,23,qrf,479,1.3825561786729363
EQ,own_scale,B,2025-12,24,boosting,479,1.4358139510048182
EQ,own_scale,B,2025-12,25,boosting,479,1.4437970074570086
EQ,own_scale,B,2025-12,26,boosting,479,1.428227747238077
EQ,own_scale,B,2025-12,27,boosting,479,1.412001147353856
EQ,own_scale,B,2025-12,28,boosting,479,1.4018843487791477
EQ,own_scale,B,2025-12,29,boosting,479,1.371842796402477
EQ,own_scale,B,2025-12,30,boosting,479,1.4440141967007378
EQ,own_scale,B,2025-12,31,boosting,479,1.4415860799848719
EQ,own_scale,B,2025-12,32,boosting,479,1.4658118566669587
EQ,own_scale,B,2025-12,33,boosting,479,1.3954460797741468
EQ,own_scale,B,2025-12,34,boosting,479,1.4051248422008418
EQ,own_scale,B,2025-12,35,boosting,479,1.3816925709068808
EQ,own_scale,B,2025-12,36,threshold,479,1.6117299831579959
EQ,own_scale,B,2025-12,37,threshold,479,1.5327003033033797
EQ,own_scale,B,2025-12,38,threshold,479,1.4204238741124082
EQ,own_scale,B,2025-12,39,threshold,479,1.5167258703138562
EQ,own_scale,B,2025-12,40,threshold,479,1.5022097165893664
EQ,own_scale,B,2025-12,41,threshold,479,1.4274651612390807
EQ,own_scale,B,2025-12,42,threshold,479,1.611729983158002
EQ,own_scale,B,2025-12,43,threshold,479,1.4998662934942453
EQ,own_scale,B,2025-12,44,threshold,479,1.435193857567017
EQ,own_scale,B,2025-12,45,threshold,479,1.516725870313853
EQ,own_scale,B,2025-12,46,threshold,479,1.506405146507615
EQ,own_scale,B,2025-12,47,threshold,479,1.3966007238955571
EQ,own_scale,B,2025-12,48,threshold,479,1.5758961931393076
EQ,own_scale,B,2025-12,49,threshold,479,1.5116193233111457
EQ,own_scale,B,2025-12,50,threshold,479,1.4366431904192134
EQ,own_scale,B,2025-12,51,threshold,479,1.5092765641100476
EQ,own_scale,B,2025-12,52,threshold,479,1.4595164626808521
EQ,own_scale,B,2025-12,53,threshold,479,1.405464452358366
EQ,own_scale,B,2025-12,54,threshold,479,1.5758961931393074
EQ,own_scale,B,2025-12,55,threshold,479,1.5183674743268432
EQ,own_scale,B,2025-12,56,threshold,479,1.4212580118352085
EQ,own_scale,B,2025-12,57,threshold,479,1.5092765641100507
EQ,own_scale,B,2025-12,58,threshold,479,1.4479844886785114
EQ,own_scale,B,2025-12,59,threshold,479,1.4001385526443033
EQ,own_scale,B,2026-01,0,linear,445,1.96949385656901
EQ,own_scale,B,2026-01,1,linear,445,1.9387117588940783
EQ,own_scale,B,2026-01,2,linear,445,1.9751614803640003
EQ,own_scale,B,2026-01,3,linear,445,1.9694938565690099
EQ,own_scale,B,2026-01,4,linear,445,1.807411318431097
EQ,own_scale,B,2026-01,5,linear,445,1.775989155891265
EQ,own_scale,B,2026-01,6,linear,445,2.0158409779112216
EQ,own_scale,B,2026-01,7,linear,445,1.9112358742881594
EQ,own_scale,B,2026-01,8,linear,445,1.9824577864754656
EQ,own_scale,B,2026-01,9,linear,445,2.015840977911222
EQ,own_scale,B,2026-01,10,linear,445,1.8757891109087397
EQ,own_scale,B,2026-01,11,linear,445,1.755328415339325
EQ,own_scale,B,2026-01,12,qrf,445,1.9576818311512596
EQ,own_scale,B,2026-01,13,qrf,445,1.9507656452469608
EQ,own_scale,B,2026-01,14,qrf,445,1.975271682738901
EQ,own_scale,B,2026-01,15,qrf,445,1.6958824107197041
EQ,own_scale,B,2026-01,16,qrf,445,1.7061906125350028
EQ,own_scale,B,2026-01,17,qrf,445,1.6981313416113057
EQ,own_scale,B,2026-01,18,qrf,445,1.9726008246057525
EQ,own_scale,B,2026-01,19,qrf,445,1.9728660837658882
EQ,own_scale,B,2026-01,20,qrf,445,2.004293606775478
EQ,own_scale,B,2026-01,21,qrf,445,1.6969099922982347
EQ,own_scale,B,2026-01,22,qrf,445,1.685579025073612
EQ,own_scale,B,2026-01,23,qrf,445,1.7089379443822517
EQ,own_scale,B,2026-01,24,boosting,445,1.960016718436041
EQ,own_scale,B,2026-01,25,boosting,445,1.9750277504473084
EQ,own_scale,B,2026-01,26,boosting,445,1.9516787747338562
EQ,own_scale,B,2026-01,27,boosting,445,1.712131468081525
EQ,own_scale,B,2026-01,28,boosting,445,1.7032885848302413
EQ,own_scale,B,2026-01,29,boosting,445,1.7033825207421693
EQ,own_scale,B,2026-01,30,boosting,445,1.9900602149781148
EQ,own_scale,B,2026-01,31,boosting,445,1.9887668910765846
EQ,own_scale,B,2026-01,32,boosting,445,2.029776616812716
EQ,own_scale,B,2026-01,33,boosting,445,1.705019909527788
EQ,own_scale,B,2026-01,34,boosting,445,1.7190608099651143
EQ,own_scale,B,2026-01,35,boosting,445,1.738055119731886
EQ,own_scale,B,2026-01,36,threshold,445,2.4456782811913667
EQ,own_scale,B,2026-01,37,threshold,445,2.362363964931122
EQ,own_scale,B,2026-01,38,threshold,445,1.9065278342814223
EQ,own_scale,B,2026-01,39,threshold,445,2.0244454959312472
EQ,own_scale,B,2026-01,40,threshold,445,1.9986579834865799
EQ,own_scale,B,2026-01,41,threshold,445,1.8993190880954127
EQ,own_scale,B,2026-01,42,threshold,445,2.4456782811913804
EQ,own_scale,B,2026-01,43,threshold,445,2.2720614158035004
EQ,own_scale,B,2026-01,44,threshold,445,2.2660840059322407
EQ,own_scale,B,2026-01,45,threshold,445,2.055888518536594
EQ,own_scale,B,2026-01,46,threshold,445,1.9337662490116656
EQ,own_scale,B,2026-01,47,threshold,445,1.8527485445632108
EQ,own_scale,B,2026-01,48,threshold,445,2.296993481843243
EQ,own_scale,B,2026-01,49,threshold,445,2.2585524254349205
EQ,own_scale,B,2026-01,50,threshold,445,1.982513512305296
EQ,own_scale,B,2026-01,51,threshold,445,1.9660747242417416
EQ,own_scale,B,2026-01,52,threshold,445,1.9218563421987531
EQ,own_scale,B,2026-01,53,threshold,445,1.894561666237269
EQ,own_scale,B,2026-01,54,threshold,445,2.2969934818432387
EQ,own_scale,B,2026-01,55,threshold,445,2.208455603125029
EQ,own_scale,B,2026-01,56,threshold,445,1.9286826470440936
EQ,own_scale,B,2026-01,57,threshold,445,1.9660747242417391
EQ,own_scale,B,2026-01,58,threshold,445,1.8241624420898148
EQ,own_scale,B,2026-01,59,threshold,445,1.7965264972451647
EQ,own_scale,B,2026-02,0,linear,400,2.1170267867168935
EQ,own_scale,B,2026-02,1,linear,400,2.0485713616348646
EQ,own_scale,B,2026-02,2,linear,400,2.0897110770983174
EQ,own_scale,B,2026-02,3,linear,400,2.1170267867168944
EQ,own_scale,B,2026-02,4,linear,400,1.9349365598173502
EQ,own_scale,B,2026-02,5,linear,400,1.949094882857172
EQ,own_scale,B,2026-02,6,linear,400,2.1911295109940987
EQ,own_scale,B,2026-02,7,linear,400,2.0169141963996484
EQ,own_scale,B,2026-02,8,linear,400,2.089439930243785
EQ,own_scale,B,2026-02,9,linear,400,2.1911295109941
EQ,own_scale,B,2026-02,10,linear,400,1.9949784774419175
EQ,own_scale,B,2026-02,11,linear,400,1.95976185360538
EQ,own_scale,B,2026-02,12,qrf,400,2.130862604956956
EQ,own_scale,B,2026-02,13,qrf,400,2.112370879235958
EQ,own_scale,B,2026-02,14,qrf,400,2.1143495191781505
EQ,own_scale,B,2026-02,15,qrf,400,1.7748671766181303
EQ,own_scale,B,2026-02,16,qrf,400,1.7761986228360624
EQ,own_scale,B,2026-02,17,qrf,400,1.765890737980168
EQ,own_scale,B,2026-02,18,qrf,400,2.1888342936514897
EQ,own_scale,B,2026-02,19,qrf,400,2.160075673035597
EQ,own_scale,B,2026-02,20,qrf,400,2.1539901078061034
EQ,own_scale,B,2026-02,21,qrf,400,1.7832676824711529
EQ,own_scale,B,2026-02,22,qrf,400,1.7602104798834932
EQ,own_scale,B,2026-02,23,qrf,400,1.7932697933189115
EQ,own_scale,B,2026-02,24,boosting,400,2.101400141587035
EQ,own_scale,B,2026-02,25,boosting,400,2.132662965794436
EQ,own_scale,B,2026-02,26,boosting,400,2.0730504285708835
EQ,own_scale,B,2026-02,27,boosting,400,1.7798605270940937
EQ,own_scale,B,2026-02,28,boosting,400,1.781858215957464
EQ,own_scale,B,2026-02,29,boosting,400,1.7931890588153505
EQ,own_scale,B,2026-02,30,boosting,400,2.1493347475619036
EQ,own_scale,B,2026-02,31,boosting,400,2.1716970781468863
EQ,own_scale,B,2026-02,32,boosting,400,2.1611458315286263
EQ,own_scale,B,2026-02,33,boosting,400,1.7914103225374014
EQ,own_scale,B,2026-02,34,boosting,400,1.8022368278564898
EQ,own_scale,B,2026-02,35,boosting,400,1.8355700831836779
EQ,own_scale,B,2026-02,36,threshold,400,2.6250539410650013
EQ,own_scale,B,2026-02,37,threshold,400,2.534801648159059
EQ,own_scale,B,2026-02,38,threshold,400,2.0444997347234843
EQ,own_scale,B,2026-02,39,threshold,400,2.1115112248234715
EQ,own_scale,B,2026-02,40,threshold,400,2.0812316231952064
EQ,own_scale,B,2026-02,41,threshold,400,2.010035365294396
EQ,own_scale,B,2026-02,42,threshold,400,2.6250539410650173
EQ,own_scale,B,2026-02,43,threshold,400,2.417870290491404
EQ,own_scale,B,2026-02,44,threshold,400,2.4260329705107178
EQ,own_scale,B,2026-02,45,threshold,400,2.146491587471922
EQ,own_scale,B,2026-02,46,threshold,400,2.0004945955417193
EQ,own_scale,B,2026-02,47,threshold,400,1.9685163526870835
EQ,own_scale,B,2026-02,48,threshold,400,2.6218167918502435
EQ,own_scale,B,2026-02,49,threshold,400,2.5095257922942222
EQ,own_scale,B,2026-02,50,threshold,400,2.173562655099459
EQ,own_scale,B,2026-02,51,threshold,400,2.168046367749668
EQ,own_scale,B,2026-02,52,threshold,400,2.1382977446873035
EQ,own_scale,B,2026-02,53,threshold,400,2.0906068909071656
EQ,own_scale,B,2026-02,54,threshold,400,2.6218167918502377
EQ,own_scale,B,2026-02,55,threshold,400,2.4320445761031873
EQ,own_scale,B,2026-02,56,threshold,400,2.1074819405006746
EQ,own_scale,B,2026-02,57,threshold,400,2.168046367749663
EQ,own_scale,B,2026-02,58,threshold,400,1.927986690784948
EQ,own_scale,B,2026-02,59,threshold,400,1.9355786624926175
EQ,own_scale,B,2026-03,0,linear,404,2.0483224026034383
EQ,own_scale,B,2026-03,1,linear,404,1.990201421084856
EQ,own_scale,B,2026-03,2,linear,404,2.0186096304070635
EQ,own_scale,B,2026-03,3,linear,404,2.0483224026034383
EQ,own_scale,B,2026-03,4,linear,404,1.944850337364147
EQ,own_scale,B,2026-03,5,linear,404,2.0690595736137345
EQ,own_scale,B,2026-03,6,linear,404,2.2212482316265443
EQ,own_scale,B,2026-03,7,linear,404,2.04337527527128
EQ,own_scale,B,2026-03,8,linear,404,2.0331177025278713
EQ,own_scale,B,2026-03,9,linear,404,2.2212482316265456
EQ,own_scale,B,2026-03,10,linear,404,2.027831932868939
EQ,own_scale,B,2026-03,11,linear,404,2.151179751302806
EQ,own_scale,B,2026-03,12,qrf,404,2.094185651375216
EQ,own_scale,B,2026-03,13,qrf,404,2.0832832826971295
EQ,own_scale,B,2026-03,14,qrf,404,2.0669926106825107
EQ,own_scale,B,2026-03,15,qrf,404,1.80997256019107
EQ,own_scale,B,2026-03,16,qrf,404,1.8226107589964364
EQ,own_scale,B,2026-03,17,qrf,404,1.8081017083652529
EQ,own_scale,B,2026-03,18,qrf,404,2.1603032774977144
EQ,own_scale,B,2026-03,19,qrf,404,2.134437504635523
EQ,own_scale,B,2026-03,20,qrf,404,2.1431662079049545
EQ,own_scale,B,2026-03,21,qrf,404,1.8637553780736176
EQ,own_scale,B,2026-03,22,qrf,404,1.8637763029372738
EQ,own_scale,B,2026-03,23,qrf,404,1.8798406774911374
EQ,own_scale,B,2026-03,24,boosting,404,2.068452667654178
EQ,own_scale,B,2026-03,25,boosting,404,2.0898479335875035
EQ,own_scale,B,2026-03,26,boosting,404,2.0381055776229675
EQ,own_scale,B,2026-03,27,boosting,404,1.8381312531085687
EQ,own_scale,B,2026-03,28,boosting,404,1.8428542823767726
EQ,own_scale,B,2026-03,29,boosting,404,1.8269423972715673
EQ,own_scale,B,2026-03,30,boosting,404,2.0793473088732206
EQ,own_scale,B,2026-03,31,boosting,404,2.1341681404854267
EQ,own_scale,B,2026-03,32,boosting,404,2.0945397050718726
EQ,own_scale,B,2026-03,33,boosting,404,1.8893407740352692
EQ,own_scale,B,2026-03,34,boosting,404,1.9239116716908788
EQ,own_scale,B,2026-03,35,boosting,404,1.9429682502908154
EQ,own_scale,B,2026-03,36,threshold,404,2.4835380285989355
EQ,own_scale,B,2026-03,37,threshold,404,2.4668610636385497
EQ,own_scale,B,2026-03,38,threshold,404,2.0151868027187656
EQ,own_scale,B,2026-03,39,threshold,404,2.125341745308461
EQ,own_scale,B,2026-03,40,threshold,404,2.0971666278378347
EQ,own_scale,B,2026-03,41,threshold,404,1.9827884893018837
EQ,own_scale,B,2026-03,42,threshold,404,2.483538028598946
EQ,own_scale,B,2026-03,43,threshold,404,2.394114643485282
EQ,own_scale,B,2026-03,44,threshold,404,2.4123209499958493
EQ,own_scale,B,2026-03,45,threshold,404,2.1599757677326723
EQ,own_scale,B,2026-03,46,threshold,404,2.0272121963737115
EQ,own_scale,B,2026-03,47,threshold,404,2.034819461600363
EQ,own_scale,B,2026-03,48,threshold,404,2.7989171473881314
EQ,own_scale,B,2026-03,49,threshold,404,2.6870970175446356
EQ,own_scale,B,2026-03,50,threshold,404,2.1722667953051213
EQ,own_scale,B,2026-03,51,threshold,404,2.270169189910245
EQ,own_scale,B,2026-03,52,threshold,404,2.2056837022416897
EQ,own_scale,B,2026-03,53,threshold,404,2.1755219963411623
EQ,own_scale,B,2026-03,54,threshold,404,2.7989171473881256
EQ,own_scale,B,2026-03,55,threshold,404,2.5837663676390736
EQ,own_scale,B,2026-03,56,threshold,404,2.1800422300509332
EQ,own_scale,B,2026-03,57,threshold,404,2.2701691899102423
EQ,own_scale,B,2026-03,58,threshold,404,2.037957713428393
EQ,own_scale,B,2026-03,59,threshold,404,2.0267075497140548
EQ,own_scale,F,2025-12,0,linear,479,1.531161017124194
EQ,own_scale,F,2025-12,1,linear,479,1.4613087519762165
EQ,own_scale,F,2025-12,2,linear,479,1.4342478100542677
EQ,own_scale,F,2025-12,3,linear,479,1.531161017124195
EQ,own_scale,F,2025-12,4,linear,479,1.422853236430521
EQ,own_scale,F,2025-12,5,linear,479,1.4292278778048058
EQ,own_scale,F,2025-12,6,linear,479,1.4581806157259756
EQ,own_scale,F,2025-12,7,linear,479,1.4201779287151812
EQ,own_scale,F,2025-12,8,linear,479,1.4466926828858566
EQ,own_scale,F,2025-12,9,linear,479,1.458180615725975
EQ,own_scale,F,2025-12,10,linear,479,1.428514645213296
EQ,own_scale,F,2025-12,11,linear,479,1.420502419017827
EQ,own_scale,F,2025-12,12,qrf,479,1.49558740871376
EQ,own_scale,F,2025-12,13,qrf,479,1.4875581702516345
EQ,own_scale,F,2025-12,14,qrf,479,1.4920671577213
EQ,own_scale,F,2025-12,15,qrf,479,1.3564925652095954
EQ,own_scale,F,2025-12,16,qrf,479,1.3502772479977534
EQ,own_scale,F,2025-12,17,qrf,479,1.3876700310658425
EQ,own_scale,F,2025-12,18,qrf,479,1.5076646967723981
EQ,own_scale,F,2025-12,19,qrf,479,1.501476007981806
EQ,own_scale,F,2025-12,20,qrf,479,1.5035470077405104
EQ,own_scale,F,2025-12,21,qrf,479,1.356990034630091
EQ,own_scale,F,2025-12,22,qrf,479,1.3523027103930427
EQ,own_scale,F,2025-12,23,qrf,479,1.3963281920934452
EQ,own_scale,F,2025-12,24,boosting,479,1.4384852963741732
EQ,own_scale,F,2025-12,25,boosting,479,1.4276757458364342
EQ,own_scale,F,2025-12,26,boosting,479,1.421907301993163
EQ,own_scale,F,2025-12,27,boosting,479,1.4175912322405837
EQ,own_scale,F,2025-12,28,boosting,479,1.3981339923090756
EQ,own_scale,F,2025-12,29,boosting,479,1.358384224917972
EQ,own_scale,F,2025-12,30,boosting,479,1.4452842530784829
EQ,own_scale,F,2025-12,31,boosting,479,1.4463640259261472
EQ,own_scale,F,2025-12,32,boosting,479,1.491376744625617
EQ,own_scale,F,2025-12,33,boosting,479,1.4062520243468297
EQ,own_scale,F,2025-12,34,boosting,479,1.4015513017370096
EQ,own_scale,F,2025-12,35,boosting,479,1.3738113213591003
EQ,own_scale,F,2025-12,36,threshold,479,1.8399238737286512
EQ,own_scale,F,2025-12,37,threshold,479,1.6568995435151312
EQ,own_scale,F,2025-12,38,threshold,479,1.4898272476837666
EQ,own_scale,F,2025-12,39,threshold,479,1.656353606016527
EQ,own_scale,F,2025-12,40,threshold,479,1.5971190866702212
EQ,own_scale,F,2025-12,41,threshold,479,1.4787588605999857
EQ,own_scale,F,2025-12,42,threshold,479,1.8399238737286558
EQ,own_scale,F,2025-12,43,threshold,479,1.637475886845685
EQ,own_scale,F,2025-12,44,threshold,479,1.5359908355359022
EQ,own_scale,F,2025-12,45,threshold,479,1.6563536060165258
EQ,own_scale,F,2025-12,46,threshold,479,1.5862342899272626
EQ,own_scale,F,2025-12,47,threshold,479,1.4358730333454965
EQ,own_scale,F,2025-12,48,threshold,479,2.3016849551284446
EQ,own_scale,F,2025-12,49,threshold,479,1.6747187115947326
EQ,own_scale,F,2025-12,50,threshold,479,1.5039512398576245
EQ,own_scale,F,2025-12,51,threshold,479,1.6182612221035753
EQ,own_scale,F,2025-12,52,threshold,479,1.5832331447283559
EQ,own_scale,F,2025-12,53,threshold,479,1.4667757161781625
EQ,own_scale,F,2025-12,54,threshold,479,2.3016849551284357
EQ,own_scale,F,2025-12,55,threshold,479,1.6789513147468413
EQ,own_scale,F,2025-12,56,threshold,479,1.4981590508936342
EQ,own_scale,F,2025-12,57,threshold,479,1.6182612221035653
EQ,own_scale,F,2025-12,58,threshold,479,1.6068742121207888
EQ,own_scale,F,2025-12,59,threshold,479,1.4225775130977891
EQ,own_scale,F,2026-01,0,linear,445,1.9953011617535714
EQ,own_scale,F,2026-01,1,linear,445,1.9536837518755292
EQ,own_scale,F,2026-01,2,linear,445,1.9816623726859983
EQ,own_scale,F,2026-01,3,linear,445,1.9953011617535732
EQ,own_scale,F,2026-01,4,linear,445,1.8481484265575927
EQ,own_scale,F,2026-01,5,linear,445,1.775989155891265
EQ,own_scale,F,2026-01,6,linear,445,1.9135593786752028
EQ,own_scale,F,2026-01,7,linear,445,1.9084110930643392
EQ,own_scale,F,2026-01,8,linear,445,1.9892018593552991
EQ,own_scale,F,2026-01,9,linear,445,1.9135593786752034
EQ,own_scale,F,2026-01,10,linear,445,1.889258466485091
EQ,own_scale,F,2026-01,11,linear,445,1.755328415339325
EQ,own_scale,F,2026-01,12,qrf,445,1.976729207300773
EQ,own_scale,F,2026-01,13,qrf,445,1.977134106450825
EQ,own_scale,F,2026-01,14,qrf,445,1.9966387712544253
EQ,own_scale,F,2026-01,15,qrf,445,1.6883923797901212
EQ,own_scale,F,2026-01,16,qrf,445,1.6630322751777586
EQ,own_scale,F,2026-01,17,qrf,445,1.6952335927954536
EQ,own_scale,F,2026-01,18,qrf,445,1.9904565446933116
EQ,own_scale,F,2026-01,19,qrf,445,1.9920572243413333
EQ,own_scale,F,2026-01,20,qrf,445,2.017988749362801
EQ,own_scale,F,2026-01,21,qrf,445,1.6899721910115924
EQ,own_scale,F,2026-01,22,qrf,445,1.6685845847383618
