scenario,model,period,n,days,mae_bp,rmse_bp,residual_mean_bp,residual_q10_bp,residual_q50_bp,residual_q90_bp,residual_lag1h_corr,exact_1h_pairs
clock_FXUTC_USNY_quote,eq4_exclude_ETH,2026-03,237,17,9.350193302779791,11.76080763584558,-2.7322133339473003,-16.391251856510664,-2.5475661306358575,13.247919476840204,0.2654976113227027,219
clock_FXUTC_USNY_quote,eq4_exclude_XRP,2026-03,237,17,9.886355557417486,12.243448940314318,-3.4574438977565825,-18.19150647689441,-3.6567490139845233,13.441132753289226,0.31710300397318497,219
clock_FXUTC_USNY_quote,eq4_exclude_SOL,2026-03,237,17,9.738473113657644,12.081163094959555,-3.3176446666540897,-17.794847029666148,-3.119785787188249,12.290153497923157,0.286636381800695,219
clock_FXUTC_USNY_quote,eq4_exclude_DOGE,2026-03,237,17,6.277645415363692,7.6373278339011765,-2.2839385768205402,-11.837034160064434,-2.621067769472873,6.865200616399322,0.2831049826317218,219
clock_FXUTC_USNY_quote,individual_five_ols,2026-03,237,17,6.197421140351721,7.588182740168908,-1.9593240922031063,-11.15989652024277,-2.375319017077743,7.433744354615006,0.24722822536041636,219
clock_FXKST_USNY_quote,eq4_exclude_BTC,2026-01,346,26,7.900694130907513,9.645774319266518,-2.904024466604127,-14.12711938444389,-3.6103652811620375,10.23020143426034,0.2514125167301635,315
clock_FXKST_USNY_quote,eq4_exclude_ETH,2026-01,346,26,7.724715836696752,9.44979796119105,-2.7644787396589736,-13.652457189533619,-3.2999408174764113,10.069838240055727,0.2494177956331708,315
clock_FXKST_USNY_quote,eq4_exclude_XRP,2026-01,346,26,7.829725410259334,9.575153772026608,-2.930790385976951,-14.295809832140222,-3.3493790503953065,10.018689139408181,0.25774152107844905,315
clock_FXKST_USNY_quote,eq4_exclude_SOL,2026-01,346,26,7.866712260602547,9.59510831418256,-3.1302706416087838,-14.089346261750478,-3.9985547065124347,9.229367666918165,0.24890993227258942,315
clock_FXKST_USNY_quote,eq4_exclude_DOGE,2026-01,346,26,5.210883322373293,6.465102637698029,-2.192703861538729,-9.978635035900396,-2.3930033595625346,5.936568457373713,0.3446876255634173,315
clock_FXKST_USNY_quote,individual_five_ols,2026-01,346,26,5.2892953167505,6.621352061527987,-2.287462167638842,-10.34401833848934,-2.3385354325775225,5.700305811070276,0.3084449840485212,315
clock_FXKST_USNY_quote,eq4_exclude_BTC,2026-02,324,24,9.864068247384427,11.912523319276772,-0.2514659417215313,-15.201060290087321,-0.793783071189857,16.129048657337535,0.1619708108030997,300
clock_FXKST_USNY_quote,eq4_exclude_ETH,2026-02,324,24,9.774367399780251,11.76817086978909,-0.03245403902100034,-15.146646464091859,-1.1595326316516292,16.487359413027807,0.11932017784188985,300
clock_FXKST_USNY_quote,eq4_exclude_XRP,2026-02,324,24,9.754520696798782,11.798468529763857,-0.2662451206929392,-15.426922897880496,-0.6364550010195842,15.89112191387458,0.14226657602834453,300
clock_FXKST_USNY_quote,eq4_exclude_SOL,2026-02,324,24,9.722578291563359,11.758513988357196,-0.5004763087170642,-16.089421276466997,-1.0634989106495922,15.649185660934867,0.14021208108748726,300
clock_FXKST_USNY_quote,eq4_exclude_DOGE,2026-02,324,24,5.201202863976494,6.548371312971738,-0.6855229418960493,-9.088938663981148,-0.4611340207451917,7.688068728394305,0.30430488164526787,300
clock_FXKST_USNY_quote,individual_five_ols,2026-02,324,24,5.221432156507642,6.576697196031202,-0.8401123342308675,-9.069351347771313,-0.8057851073223361,7.548552065700192,0.27038300325942805,300
clock_FXKST_USNY_quote,eq4_exclude_BTC,2026-03,242,17,9.761440080135172,11.991911162258601,-2.520197874727412,-17.29715191566182,-2.4843454437722414,13.279933770424472,0.2843124999241849,223
