mode,definition,model,info,calibration,fold,n,loss_bp,below_rate
strict,EQ,linear,history,raw,2026-01,126,1.3378755634597932,0.15079365079365079
strict,EQ,linear,history,raw,2026-02,120,2.157752118847532,0.18333333333333332
strict,EQ,linear,history,raw,2026-03,89,2.4326722658725823,0.30337078651685395
strict,EQ,linear,history,calibrated,2025-12,132,2.3886544563709626,0.09090909090909091
strict,EQ,linear,history,calibrated,2026-01,126,1.3652365452149655,0.047619047619047616
strict,EQ,linear,history,calibrated,2026-02,120,1.9930898955782212,0.13333333333333333
strict,EQ,linear,history,calibrated,2026-03,89,1.767033373321986,0.0898876404494382
strict,EQ,qrf,base,raw,2025-12,132,2.088992012090401,0.1893939393939394
strict,EQ,qrf,base,raw,2026-01,126,1.1826776517689355,0.1984126984126984
strict,EQ,qrf,base,raw,2026-02,120,2.176089396730243,0.19166666666666668
strict,EQ,qrf,base,raw,2026-03,89,1.7935990316467858,0.14606741573033707
strict,EQ,qrf,base,calibrated,2025-12,132,2.088835734399997,0.09848484848484848
strict,EQ,qrf,base,calibrated,2026-01,126,1.1490954708326977,0.07142857142857142
strict,EQ,qrf,base,calibrated,2026-02,120,2.037308594538809,0.10833333333333334
strict,EQ,qrf,base,calibrated,2026-03,89,1.8438117390179456,0.07865168539325842
strict,EQ,qrf,full,raw,2025-12,132,2.0653854407138557,0.17424242424242425
strict,EQ,qrf,full,raw,2026-01,126,1.1101582576071212,0.12698412698412698
strict,EQ,qrf,full,raw,2026-02,120,2.1793258394674955,0.19166666666666668
strict,EQ,qrf,full,raw,2026-03,89,1.8211330587971801,0.16853932584269662
strict,EQ,qrf,full,calibrated,2025-12,132,2.0446107367730435,0.09848484848484848
strict,EQ,qrf,full,calibrated,2026-01,126,1.166181712630765,0.07142857142857142
strict,EQ,qrf,full,calibrated,2026-02,120,2.069127575519744,0.10833333333333334
strict,EQ,qrf,full,calibrated,2026-03,89,1.8664400143882824,0.07865168539325842
strict,EQ,qrf,history,raw,2025-12,132,2.0990094730555318,0.19696969696969696
strict,EQ,qrf,history,raw,2026-01,126,1.1923969918675112,0.1984126984126984
strict,EQ,qrf,history,raw,2026-02,120,2.06856982091786,0.15833333333333333
strict,EQ,qrf,history,raw,2026-03,89,1.8218799451375507,0.1348314606741573
strict,EQ,qrf,history,calibrated,2025-12,132,2.1477189732127244,0.09090909090909091
strict,EQ,qrf,history,calibrated,2026-01,126,1.1456434075466826,0.05555555555555555
strict,EQ,qrf,history,calibrated,2026-02,120,1.963051076084112,0.10833333333333334
strict,EQ,qrf,history,calibrated,2026-03,89,1.836142089822441,0.0898876404494382
strict,PCA,boosting,base,raw,2025-12,132,2.114493443584291,0.20454545454545456
strict,PCA,boosting,base,raw,2026-01,126,1.2527247660282101,0.1984126984126984
strict,PCA,boosting,base,raw,2026-02,120,2.2664461404852645,0.19166666666666668
strict,PCA,boosting,base,raw,2026-03,89,2.0474698028104297,0.1797752808988764
strict,PCA,boosting,base,calibrated,2025-12,132,2.0931386592574994,0.08333333333333333
strict,PCA,boosting,base,calibrated,2026-01,126,1.1825689861161088,0.06349206349206349
strict,PCA,boosting,base,calibrated,2026-02,120,2.1025731155483025,0.1
strict,PCA,boosting,base,calibrated,2026-03,89,1.9507545693354147,0.056179775280898875
strict,PCA,boosting,full,raw,2025-12,132,2.093711915057788,0.2196969696969697
strict,PCA,boosting,full,raw,2026-01,126,1.2643266231292716,0.20634920634920634
strict,PCA,boosting,full,raw,2026-02,120,2.3859389637080857,0.23333333333333334
strict,PCA,boosting,full,raw,2026-03,89,1.859798365898055,0.1348314606741573
strict,PCA,boosting,full,calibrated,2025-12,132,2.1092846930176234,0.08333333333333333
strict,PCA,boosting,full,calibrated,2026-01,126,1.1696611306744908,0.06349206349206349
strict,PCA,boosting,full,calibrated,2026-02,120,2.0403262096091868,0.11666666666666667
strict,PCA,boosting,full,calibrated,2026-03,89,1.893191915610314,0.0449438202247191
strict,PCA,boosting,history,raw,2025-12,132,2.085413876252451,0.21212121212121213
strict,PCA,boosting,history,raw,2026-01,126,1.2408064951429583,0.15873015873015872
strict,PCA,boosting,history,raw,2026-02,120,2.3891852596710454,0.25
strict,PCA,boosting,history,raw,2026-03,89,2.012711749980905,0.1797752808988764
strict,PCA,boosting,history,calibrated,2025-12,132,2.153539370313714,0.08333333333333333
strict,PCA,boosting,history,calibrated,2026-01,126,1.2578694323406152,0.07936507936507936
strict,PCA,boosting,history,calibrated,2026-02,120,2.0446186942241455,0.125
strict,PCA,boosting,history,calibrated,2026-03,89,1.9400978110989788,0.056179775280898875
strict,PCA,linear,base,raw,2025-12,132,2.3560959000425608,0.21212121212121213
strict,PCA,linear,base,raw,2026-01,126,1.2226351243438764,0.0873015873015873
strict,PCA,linear,base,raw,2026-02,120,2.1328677114534496,0.18333333333333332
strict,PCA,linear,base,raw,2026-03,89,2.1265730548210415,0.24719101123595505
strict,PCA,linear,base,calibrated,2025-12,132,2.3790311588423667,0.09090909090909091
strict,PCA,linear,base,calibrated,2026-01,126,1.2804710925917326,0.06349206349206349
strict,PCA,linear,base,calibrated,2026-02,120,1.9963288364113856,0.13333333333333333
strict,PCA,linear,base,calibrated,2026-03,89,1.802364286630409,0.07865168539325842
strict,PCA,linear,full,raw,2025-12,132,2.3560959000425608,0.21212121212121213
strict,PCA,linear,full,raw,2026-01,126,1.3584402825958255,0.18253968253968253
strict,PCA,linear,full,raw,2026-02,120,2.1328677114534496,0.18333333333333332
strict,PCA,linear,full,raw,2026-03,89,1.8701097222915546,0.11235955056179775
strict,PCA,linear,full,calibrated,2025-12,132,2.2722762783266925,0.08333333333333333
strict,PCA,linear,full,calibrated,2026-01,126,1.33643508432296,0.05555555555555555
strict,PCA,linear,full,calibrated,2026-02,120,1.9574013503921412,0.10833333333333334
strict,PCA,linear,full,calibrated,2026-03,89,1.9305467865139603,0.056179775280898875
strict,PCA,linear,history,raw,2025-12,132,2.3560959000425608,0.21212121212121213
strict,PCA,linear,history,raw,2026-01,126,1.3157063037681573,0.15079365079365079
strict,PCA,linear,history,raw,2026-02,120,2.1328677114534496,0.18333333333333332
strict,PCA,linear,history,raw,2026-03,89,2.3979436861736168,0.30337078651685395
strict,PCA,linear,history,calibrated,2025-12,132,2.3790311588423667,0.09090909090909091
strict,PCA,linear,history,calibrated,2026-01,126,1.3438817268271368,0.047619047619047616
strict,PCA,linear,history,calibrated,2026-02,120,1.9675397681171447,0.125
strict,PCA,linear,history,calibrated,2026-03,89,1.7479398123166592,0.0898876404494382
strict,PCA,qrf,base,raw,2025-12,132,2.073261961482273,0.1893939393939394
strict,PCA,qrf,base,raw,2026-01,126,1.1615959406001117,0.1984126984126984
strict,PCA,qrf,base,raw,2026-02,120,2.2213450707625646,0.19166666666666668
strict,PCA,qrf,base,raw,2026-03,89,1.7954163717044915,0.15730337078651685
strict,PCA,qrf,base,calibrated,2025-12,132,2.0534671804420968,0.09848484848484848
strict,PCA,qrf,base,calibrated,2026-01,126,1.1377985321611608,0.07936507936507936
strict,PCA,qrf,base,calibrated,2026-02,120,2.0534875673623887,0.10833333333333334
strict,PCA,qrf,base,calibrated,2026-03,89,1.8380883091287405,0.07865168539325842
strict,PCA,qrf,full,raw,2025-12,132,2.0616890614527454,0.17424242424242425
strict,PCA,qrf,full,raw,2026-01,126,1.0944508427623354,0.11904761904761904
strict,PCA,qrf,full,raw,2026-02,120,2.2256682723855357,0.19166666666666668
strict,PCA,qrf,full,raw,2026-03,89,1.8037641543811502,0.15730337078651685
strict,PCA,qrf,full,calibrated,2025-12,132,2.0417488329901907,0.10606060606060606
strict,PCA,qrf,full,calibrated,2026-01,126,1.1647786607093382,0.06349206349206349
strict,PCA,qrf,full,calibrated,2026-02,120,2.0875387818334903,0.10833333333333334
strict,PCA,qrf,full,calibrated,2026-03,89,1.8194551272408586,0.07865168539325842
strict,PCA,qrf,history,raw,2025-12,132,2.085693148322995,0.1893939393939394
strict,PCA,qrf,history,raw,2026-01,126,1.1939279881549583,0.1984126984126984
strict,PCA,qrf,history,raw,2026-02,120,2.213805530338262,0.18333333333333332
strict,PCA,qrf,history,raw,2026-03,89,1.808095501367541,0.1348314606741573
strict,PCA,qrf,history,calibrated,2025-12,132,2.144447608933992,0.09848484848484848
strict,PCA,qrf,history,calibrated,2026-01,126,1.1235439497775608,0.06349206349206349
strict,PCA,qrf,history,calibrated,2026-02,120,2.0381437984501765,0.10833333333333334
strict,PCA,qrf,history,calibrated,2026-03,89,1.8631354469661168,0.07865168539325842
