scenario,definition,projection,h,q,model,info,n,days,loss_bp,below_rate,below_lo,below_hi,calibration_abs_error,predicted_q_mean_bp,realized_mean_bp,mean_start_bp
NY_delay1,PCA,sequential,6,0.1,constant,base,85,77,2.8390508994588015,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.160426450064964,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,interaction,base,85,77,2.8356924478109375,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.186993325085052,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,interaction,full,85,77,2.864891005893406,0.24705882352941178,0.17853174603174604,0.31582278481012654,0.14705882352941177,-9.933657939277188,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,linear,base,85,77,3.145886424958083,0.2823529411764706,0.2,0.3645894607843137,0.18235294117647058,-8.586772423797171,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,linear,full,85,77,2.922424246878262,0.27058823529411763,0.1927710843373494,0.3452601410934744,0.17058823529411762,-9.030176413233773,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,persistence,base,85,77,2.4284754634315355,0.2,0.12345679012345678,0.28050835845437105,0.1,-14.014310173109452,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,spline,base,85,77,2.8356924478109375,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.186993325085052,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,spline,full,85,77,2.8356924478109375,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.186993325085052,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,12,0.1,boosting,base,269,60,1.9523196603728665,0.21189591078066913,0.1693548387096774,0.25533096926713944,0.11189591078066913,-10.218133901398744,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,boosting,full,269,60,2.0229883028711217,0.21933085501858737,0.17494565217391303,0.2631578947368421,0.11933085501858737,-9.810213195737056,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,constant,base,269,60,2.011335291913207,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.535510643054456,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,interaction,base,269,60,2.3908165694117933,0.23048327137546468,0.18031882835101254,0.28302233629300777,0.13048327137546467,-8.97357236128153,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,interaction,full,269,60,2.360889772577469,0.24535315985130113,0.19539245788064874,0.2981166380789022,0.14535315985130112,-9.118449331348234,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,linear,base,269,60,1.897555659516263,0.20446096654275092,0.15573383854005568,0.2540331046065789,0.10446096654275092,-9.97600912764051,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,linear,full,269,60,1.975870977250772,0.21189591078066913,0.1647487040793329,0.25939883839291056,0.11189591078066913,-9.728857488195244,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,persistence,base,269,60,2.705802753038539,0.18587360594795538,0.13564887735878192,0.22968436634514372,0.08587360594795537,-14.416973283989662,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,spline,base,269,60,2.0071983231087382,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.556811211028695,-2.252310246344496,-2.5353060482794088
NY_delay1,PCA,sequential,12,0.1,spline,full,269,60,2.0071983231087382,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.556811211028695,-2.252310246344496,-2.5353060482794088
