task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,joint_ols,without_positioning,linear_qr,0.1,add_residual,7,576,-0.018839396020589164,-0.3135050322723497,-0.13786957827617363,0.09689272476931413
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,3,576,-0.04247986799779186,-0.3767309534560224,-0.2069011601793804,0.08494711344959398
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,7,576,-0.04247986799779186,-0.3767309534560224,-0.20018069134928684,0.08470385546392462
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,3,576,0.05665371243643813,1.0204233873793673,-0.030927708336435773,0.13851058311419454
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,7,576,0.05665371243643813,1.0204233873793673,-0.021798596018554196,0.1388556982663878
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,3,576,0.03633568424424411,0.3142137792261714,-0.13364370227747427,0.20914130714495305
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,7,576,0.03633568424424411,0.3142137792261714,-0.0960847675575351,0.17025746242441464
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,3,576,0.07615256720841979,1.287603230995798,-0.06281111652484275,0.2240066562968148
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,7,576,0.07615256720841979,1.287603230995798,-0.06183806254453374,0.21205745018421818
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,3,576,-2.4093381610788987e-18,-4.021971363229218e-17,-5.004487087988093e-17,4.726761050987248e-17
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,7,576,-2.4093381610788987e-18,-4.021971363229218e-17,-4.5538768351706794e-17,4.3729226987761536e-17
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,3,576,-0.11001924232757362,-0.9692749802117779,-0.2860688687521975,0.021220624168525295
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,7,576,-0.11001924232757362,-0.9692749802117779,-0.2785789341559217,0.014179226949628674
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_positioning,3,576,0.007217970956087626,0.06425434307242668,-0.07071954412745397,0.08511842097659789
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_positioning,7,576,0.007217970956087626,0.06425434307242668,-0.06856804561871396,0.07960009693429006
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_residual,3,576,0.06579119133062014,1.2050024879863177,-0.01422319350609022,0.15213817144540825
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_residual,7,576,0.06579119133062014,1.2050024879863177,-0.00027661067806675823,0.13335619193740916
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,576,-0.0830048764409812,-1.4799479893937062,-0.16506720553564405,-0.0010794774382812448
